id,country,region,county,district
1,-1,-1,-1,-1
2,-1,-1,-1,-1
3,-1,-1,-1,-1
4,-1,-1,-1,-1
5,0,7,42,88
6,0,7,42,88
7,0,7,42,88
8,0,7,42,88
9,0,7,42,88
10,0,7,42,88
11,0,7,42,88
12,0,7,42,88
13,0,7,42,88
14,0,7,42,88
15,0,7,42,88
16,0,7,42,88
17,0,7,42,88
18,0,7,42,88
19,-1,-1,-1,-1
20,0,7,49,289
21,0,7,49,289
22,-1,-1,-1,-1
23,-1,-1,-1,-1
24,0,7,42,88
25,0,7,42,88
26,0,7,42,88
27,0,7,42,88
28,0,7,42,88
29,-1,-1,-1,-1
30,0,7,49,289
31,0,7,49,289
32,0,7,49,289
33,0,7,49,289
34,0,7,42,88
35,0,7,42,88
36,0,7,42,88
37,0,7,42,88
38,0,7,42,88
39,0,7,42,88
40,0,7,42,88
41,0,7,42,88
42,0,7,49,289
43,0,7,49,289
44,0,7,49,289
45,0,7,49,289
46,0,7,49,289
47,-1,-1,-1,-1
48,0,7,42,88
49,0,7,42,88
50,0,7,42,88
51,0,7,42,88
52,0,7,42,88
53,0,7,42,88
54,0,7,42,88
55,0,7,49,289
56,0,7,49,289
57,0,7,49,289
58,0,7,49,289
59,0,7,155,335
60,-1,-1,-1,-1
61,0,7,42,88
62,0,7,42,88
63,0,7,42,88
64,0,7,42,88
65,0,7,42,88
66,0,7,42,88
67,0,7,49,356
68,0,7,49,356
69,0,7,49,356
70,0,7,49,325
71,0,7,49,325
72,0,7,49,325
73,-1,-1,-1,-1
74,0,7,51,241
75,0,7,51,241
76,-1,-1,-1,-1
77,0,6,75,171
78,0,7,42,88
79,0,7,42,88
80,0,7,42,88
81,0,7,42,88
82,0,7,42,88
83,0,7,49,356
84,0,7,49,356
85,0,7,49,356
86,0,7,49,325
87,0,7,49,325
88,0,7,49,325
89,0,7,49,109
90,0,7,49,109
91,-1,-1,-1,-1
92,-1,-1,-1,-1
93,0,7,51,357
94,0,7,51,357
95,0,7,51,357
96,0,7,51,241
97,0,7,51,241
98,0,7,51,241
99,0,6,75,171
100,0,6,75,171
101,0,6,75,171
102,0,6,75,171
103,-1,-1,-1,-1
104,0,7,42,88
105,0,7,42,88
106,0,7,49,337
107,0,7,49,356
108,0,7,49,356
109,0,7,49,356
110,0,7,49,356
111,0,7,49,325
112,0,7,49,128
113,0,7,49,109
114,0,7,49,109
115,0,7,49,109
116,0,7,49,109
117,0,7,51,357
118,0,7,51,357
119,0,7,51,357
120,0,7,51,357
121,0,7,51,241
122,0,7,51,241
123,0,7,111,238
124,0,7,51,68
125,0,6,70,208
126,0,6,70,208
127,0,6,75,171
128,0,6,75,171
129,0,6,75,171
130,0,6,70,65
131,0,6,165,65
132,0,6,165,8
133,-1,-1,-1,-1
134,0,6,60,352
135,0,6,60,120
136,-1,-1,-1,-1
137,0,7,42,88
138,0,7,49,337
139,0,7,49,337
140,0,7,49,356
141,0,7,49,356
142,0,7,49,199
143,0,7,49,199
144,0,7,49,199
145,0,7,49,199
146,0,7,49,109
147,0,7,49,109
148,0,7,136,298
149,0,7,51,357
150,0,7,51,357
151,0,7,51,357
152,0,7,51,357
153,0,7,51,215
154,0,7,51,215
155,0,7,51,110
156,0,6,70,208
157,0,6,70,208
158,0,6,70,208
159,0,6,70,208
160,0,6,70,130
161,0,6,36,78
162,0,6,70,158
163,0,6,165,65
164,0,6,165,8
165,0,6,165,8
166,0,6,165,373
167,0,6,165,3
168,0,6,153,331
169,0,6,60,183
170,0,6,60,352
171,0,6,60,352
172,0,6,60,255
173,0,6,60,157
174,-1,-1,-1,-1
175,0,7,42,88
176,0,7,49,337
177,0,7,49,337
178,0,7,49,337
179,0,7,49,337
180,0,7,49,214
181,0,7,49,199
182,0,7,49,199
183,0,7,49,199
184,0,7,49,199
185,0,7,136,324
186,0,7,136,298
187,0,7,136,298
188,0,7,136,298
189,0,7,51,357
190,0,7,51,215
191,0,7,51,215
192,0,7,51,215
193,0,7,51,110
194,0,6,70,208
195,0,6,70,208
196,0,6,70,208
197,0,6,37,79
198,0,6,70,367
199,0,6,70,367
200,0,6,70,112
201,0,6,165,65
202,0,6,165,65
203,0,6,165,165
204,0,6,165,165
205,0,6,165,165
206,0,6,60,183
207,0,6,60,183
208,0,6,60,352
209,0,6,60,352
210,0,6,60,255
211,0,6,60,255
212,0,6,60,255
213,0,6,77,272
214,0,7,49,337
215,0,7,49,337
216,0,7,49,337
217,0,7,49,337
218,0,7,49,214
219,0,7,49,214
220,0,7,49,214
221,0,7,49,199
222,0,7,136,324
223,0,7,136,324
224,0,7,136,324
225,0,7,136,324
226,0,7,136,298
227,0,7,136,298
228,0,7,136,298
229,0,7,136,298
230,0,7,51,215
231,0,7,167,366
232,0,7,167,366
233,0,7,167,366
234,0,7,167,366
235,0,6,70,328
236,0,6,70,367
237,0,6,70,367
238,0,6,70,367
239,0,6,70,112
240,0,6,165,65
241,0,6,165,65
242,0,6,165,65
243,0,6,165,165
244,0,6,165,165
245,0,6,165,201
246,0,6,60,352
247,0,6,60,352
248,0,6,60,352
249,0,6,60,255
250,0,6,60,255
251,0,6,77,255
252,0,6,77,272
253,0,6,77,272
254,0,7,49,214
255,0,7,49,214
256,0,7,49,214
257,0,7,49,214
258,0,7,136,363
259,0,7,136,363
260,0,7,136,363
261,0,7,136,324
262,0,7,136,267
263,0,7,136,267
264,0,7,136,298
265,0,7,136,196
266,0,7,136,196
267,0,7,136,298
268,0,7,167,366
269,0,7,167,366
270,0,7,167,366
271,0,7,167,366
272,0,7,167,366
273,0,6,70,328
274,0,6,70,367
275,0,6,70,367
276,0,6,70,112
277,0,6,70,112
278,0,6,70,112
279,0,6,149,351
280,0,6,149,351
281,0,6,165,165
282,0,6,165,165
283,0,6,165,201
284,0,6,60,352
285,0,6,60,352
286,0,6,60,352
287,0,6,77,340
288,0,6,77,10
289,0,6,77,10
290,0,6,77,10
291,0,6,77,272
292,0,6,77,272
293,0,6,77,102
294,-1,-1,-1,-1
295,0,7,49,214
296,0,7,49,214
297,0,7,49,214
298,0,7,49,214
299,0,7,136,363
300,0,7,136,363
301,0,7,136,363
302,0,7,136,363
303,0,7,136,267
304,0,7,136,267
305,0,7,136,267
306,0,7,136,196
307,0,7,136,196
308,0,7,136,196
309,0,7,167,366
310,0,7,167,366
311,0,7,167,366
312,0,7,167,366
313,0,7,167,366
314,0,6,70,328
315,0,6,70,328
316,0,6,70,18
317,0,6,70,18
318,0,6,70,112
319,0,6,149,351
320,0,6,149,351
321,0,6,149,351
322,0,6,149,205
323,0,6,149,205
324,0,6,149,323
325,0,6,77,270
326,0,6,77,270
327,0,6,77,340
328,0,6,77,189
329,0,6,77,189
330,0,6,77,10
331,0,6,77,10
332,0,6,77,272
333,0,6,77,102
334,0,6,77,102
335,-1,-1,-1,-1
336,0,7,136,267
337,0,7,136,267
338,0,7,136,267
339,0,7,136,196
340,0,7,136,196
341,0,7,136,196
342,0,7,167,366
343,0,7,167,366
344,0,7,167,366
345,0,7,167,366
346,0,7,167,366
347,0,6,70,328
348,0,6,70,18
349,0,6,70,18
350,0,6,70,18
351,0,6,70,155
352,0,6,70,155
353,0,6,149,144
354,0,6,149,144
355,0,6,149,205
356,0,6,149,246
357,0,6,149,323
358,0,6,77,270
359,0,6,77,270
360,0,6,77,334
361,0,6,77,189
362,0,6,77,189
363,0,6,77,319
364,0,6,77,10
365,0,6,77,52
366,0,6,77,52
367,0,6,77,102
368,3,8,16,38
369,3,8,16,38
370,3,8,16,38
371,0,7,100,223
372,0,7,100,223
373,0,7,100,223
374,0,7,6,20
375,0,7,6,20
376,0,7,167,366
377,0,7,167,366
378,0,7,167,366
379,0,7,167,366
380,0,7,167,366
381,0,6,162,355
382,0,6,162,355
383,0,6,162,355
384,0,6,162,355
385,0,6,170,371
386,0,6,14,32
387,0,6,149,317
388,0,6,149,258
389,0,6,149,123
390,0,2,67,318
391,0,2,67,95
392,0,2,67,40
393,0,6,77,270
394,0,6,77,141
395,0,6,87,194
396,0,6,77,319
397,0,6,77,319
398,0,6,77,319
399,0,6,77,52
400,0,6,77,52
401,0,6,77,330
402,-1,-1,-1,-1
403,3,8,109,236
404,3,8,16,38
405,3,8,16,38
406,3,8,16,38
407,3,8,19,46
408,-1,-1,-1,-1
409,0,7,100,223
410,0,7,100,223
411,0,7,138,288
412,0,7,138,288
413,0,7,167,366
414,0,7,167,366
415,0,7,167,366
416,0,7,167,366
417,0,7,167,366
418,0,6,162,355
419,0,6,162,355
420,0,6,162,355
421,0,6,162,355
422,0,6,170,371
423,0,6,168,368
424,0,6,168,368
425,0,6,149,303
426,0,2,67,166
427,0,2,67,346
428,0,2,67,180
429,0,2,67,143
430,0,6,77,98
431,0,6,77,333
432,0,6,87,194
433,0,6,87,194
434,0,6,77,319
435,0,6,77,319
436,0,6,77,330
437,3,8,2,2
438,3,8,2,2
439,3,8,2,2
440,3,8,24,55
441,3,8,109,236
442,3,8,109,236
443,3,8,116,248
444,3,8,19,46
445,3,8,23,54
446,3,8,23,54
447,3,8,130,278
448,0,7,138,288
449,0,7,138,288
450,0,7,138,288
451,0,7,167,366
452,0,7,167,366
453,0,7,167,366
454,0,7,150,320
455,0,7,150,320
456,0,6,108,342
457,0,6,108,342
458,0,6,108,296
459,0,6,108,296
460,0,6,108,296
461,0,6,168,368
462,0,6,17,285
463,0,6,17,285
464,0,2,67,106
465,0,2,67,36
466,0,2,67,146
467,0,2,67,212
468,0,2,67,159
469,0,1,154,333
470,0,1,61,333
471,0,1,141,301
472,0,1,141,301
473,-1,-1,-1,-1
474,3,8,127,275
475,3,8,127,275
476,3,8,127,275
477,3,8,2,2
478,3,8,2,2
479,3,8,2,2
480,3,8,24,55
481,3,8,24,55
482,3,8,116,248
483,3,8,116,248
484,3,8,20,47
485,3,8,20,47
486,3,8,130,278
487,3,8,130,278
488,3,8,130,278
489,0,7,138,288
490,0,7,66,314
491,0,7,66,89
492,0,7,66,89
493,0,7,167,366
494,0,7,150,320
495,0,6,108,342
496,0,6,108,342
497,0,6,108,342
498,0,6,108,296
499,0,6,108,296
500,0,6,108,296
501,0,6,17,376
502,0,6,17,66
503,0,1,72,332
504,0,1,72,160
505,0,2,67,14
506,0,2,67,124
507,0,1,61,125
508,0,1,61,37
509,0,1,61,37
510,0,1,61,17
511,0,1,61,253
512,0,1,61,253
513,0,1,61,253
514,-1,-1,-1,-1
515,3,8,127,275
516,3,8,127,275
517,3,8,127,275
518,3,8,127,275
519,3,8,131,279
520,3,8,131,279
521,3,8,131,279
522,3,8,131,279
523,3,8,2,2
524,3,8,24,55
525,3,8,24,55
526,3,8,116,248
527,3,8,88,197
528,3,8,20,47
529,3,8,156,336
530,3,8,130,278
531,3,8,130,278
532,0,7,66,134
533,0,7,66,134
534,0,7,66,314
535,0,7,66,314
536,0,7,66,89
537,0,7,66,89
538,0,7,66,89
539,0,6,108,362
540,0,6,108,362
541,0,6,108,342
542,0,6,108,234
543,0,6,108,296
544,0,6,108,296
545,0,6,17,376
546,0,6,17,66
547,0,1,72,96
548,0,1,72,304
549,0,1,72,354
550,0,1,72,42
551,0,1,61,125
552,0,1,61,125
553,0,1,61,59
554,0,1,61,59
555,0,1,61,190
556,0,1,61,190
557,0,1,61,190
558,-1,-1,-1,-1
559,3,8,127,275
560,3,8,127,275
561,3,8,127,275
562,3,8,127,275
563,3,8,131,279
564,3,8,131,279
565,3,8,131,279
566,3,8,131,279
567,3,8,131,279
568,3,8,131,279
569,3,8,112,239
570,3,8,112,239
571,3,8,112,239
572,3,8,112,239
573,3,8,130,278
574,3,8,130,278
575,3,8,130,278
576,0,9,44,91
577,0,7,66,134
578,0,7,66,134
579,0,7,66,314
580,0,7,66,89
581,0,7,66,89
582,0,7,66,89
583,0,6,108,362
584,0,6,108,362
585,0,6,108,362
586,0,6,108,61
587,0,6,17,11
588,0,6,17,11
589,0,6,17,11
590,0,6,17,11
591,0,1,72,96
592,0,1,72,304
593,0,1,72,354
594,0,1,72,113
595,0,1,72,113
596,0,1,61,341
597,0,1,61,341
598,0,1,61,59
599,0,1,61,34
600,0,1,61,84
601,0,1,61,84
602,0,1,61,327
603,0,1,61,327
604,-1,-1,-1,-1
605,3,8,127,275
606,3,8,127,275
607,3,8,127,275
608,3,8,127,275
609,3,8,127,275
610,3,8,131,279
611,3,8,131,279
612,3,8,131,279
613,3,8,131,279
614,3,8,131,279
615,3,8,131,279
616,3,8,112,239
617,3,8,112,239
618,3,8,112,239
619,3,8,112,239
620,3,8,112,239
621,3,8,130,278
622,0,9,44,91
623,0,9,44,91
624,0,9,44,91
625,0,7,66,134
626,0,7,66,329
627,0,7,66,329
628,0,7,66,329
629,0,7,66,89
630,0,7,66,89
631,0,6,108,362
632,0,6,108,362
633,0,6,108,61
634,0,6,108,61
635,0,6,17,11
636,0,6,17,11
637,0,1,25,57
638,0,1,25,57
639,0,1,72,218
640,0,1,72,218
641,0,1,72,113
642,0,1,72,113
643,0,1,61,341
644,0,1,61,341
645,0,1,61,34
646,0,1,61,34
647,0,1,61,84
648,0,1,61,84
649,0,1,61,327
650,0,1,61,327
651,-1,-1,-1,-1
652,3,8,127,275
653,3,8,127,275
654,3,8,127,275
655,3,8,127,275
656,3,8,127,275
657,3,8,131,279
658,3,8,131,279
659,3,8,131,279
660,3,8,131,279
661,3,8,131,279
662,3,8,131,279
663,3,8,112,239
664,3,8,112,239
665,3,8,112,239
666,3,8,112,239
667,0,9,44,91
668,0,9,44,91
669,0,9,44,91
670,0,9,44,91
671,0,7,66,134
672,0,9,171,191
673,0,7,66,329
674,0,7,66,329
675,0,7,66,89
676,0,7,66,89
677,0,6,108,61
678,0,6,108,61
679,0,0,103,295
680,0,6,17,11
681,0,6,17,11
682,0,6,91,204
683,0,1,25,57
684,0,1,25,57
685,0,1,25,57
686,0,1,72,218
687,0,1,72,218
688,0,1,61,341
689,0,1,61,341
690,0,1,61,341
691,0,1,61,34
692,0,1,61,34
693,0,1,147,12
694,0,1,147,12
695,0,1,147,12
696,0,1,147,12
697,0,1,147,315
698,-1,-1,-1,-1
699,3,8,127,275
700,3,8,127,275
701,3,8,127,275
702,3,8,128,276
703,3,8,128,276
704,3,8,128,276
705,3,8,131,279
706,3,8,131,279
707,3,8,131,279
708,3,8,131,279
709,3,8,112,239
710,3,8,112,239
711,3,8,112,239
712,3,8,112,239
713,0,9,44,91
714,0,9,44,91
715,0,9,44,91
716,0,9,44,91
717,0,9,44,91
718,0,9,171,191
719,0,9,171,375
720,0,9,171,375
721,0,9,171,375
722,0,9,161,313
723,0,9,161,313
724,0,6,108,61
725,0,0,103,295
726,0,0,103,295
727,0,0,103,295
728,0,6,91,204
729,0,6,91,204
730,0,1,7,21
731,0,1,25,57
732,0,1,25,57
733,0,1,22,286
734,0,1,22,286
735,0,1,61,341
736,0,1,22,286
737,0,1,147,305
738,0,1,61,34
739,0,1,147,12
740,0,1,147,12
741,0,1,147,12
742,0,1,147,315
743,0,1,147,315
744,0,1,147,315
745,-1,-1,-1,-1
746,3,8,128,276
747,3,8,128,276
748,3,8,128,276
749,3,8,128,276
750,3,8,128,276
751,3,8,128,276
752,3,8,112,239
753,3,8,112,239
754,3,8,112,239
755,3,8,112,239
756,3,8,112,239
757,0,9,44,91
758,0,9,44,91
759,0,9,44,91
760,0,9,44,91
761,0,9,171,191
762,0,9,171,191
763,0,9,171,375
764,0,9,171,375
765,0,9,161,313
766,0,9,161,313
767,0,9,161,313
768,0,9,161,313
769,0,0,103,99
770,0,0,103,295
771,0,0,103,295
772,0,0,103,295
773,0,1,7,21
774,0,1,7,21
775,0,1,7,21
776,0,1,22,167
777,0,1,22,286
778,0,1,22,286
779,0,1,22,286
780,0,1,22,108
781,0,1,147,305
782,0,1,147,305
783,0,1,147,12
784,0,1,147,200
785,0,1,147,200
786,0,1,147,315
787,0,1,147,315
788,0,1,147,315
789,3,8,128,276
790,3,8,128,276
791,3,8,128,276
792,3,8,128,276
793,3,8,112,239
794,3,8,112,239
795,3,8,112,239
796,3,8,112,239
797,3,8,112,239
798,0,9,44,91
799,0,9,44,91
800,0,9,44,91
801,0,9,171,191
802,0,9,171,191
803,0,9,171,375
804,0,9,171,375
805,0,9,171,245
806,0,9,161,313
807,0,9,161,348
808,0,9,161,348
809,0,9,161,313
810,0,0,103,99
811,0,0,103,99
812,0,0,103,99
813,0,0,103,353
814,0,0,103,353
815,0,1,7,21
816,0,1,22,167
817,0,1,22,167
818,0,1,22,286
819,0,1,22,286
820,0,1,22,108
821,0,1,22,108
822,0,1,147,133
823,0,1,147,305
824,0,1,147,200
825,0,1,147,200
826,0,1,147,200
827,0,1,147,200
828,0,1,147,315
829,0,1,147,315
830,3,8,128,276
831,3,8,128,276
832,3,8,128,276
833,3,8,128,276
834,3,8,112,239
835,3,8,112,239
836,3,8,112,239
837,3,8,112,239
838,0,9,126,274
839,0,9,44,91
840,0,9,126,274
841,0,9,126,274
842,0,9,171,378
843,0,9,171,378
844,0,9,171,41
845,0,9,171,41
846,0,9,135,283
847,0,9,161,348
848,0,9,161,348
849,0,9,161,257
850,0,9,161,257
851,0,0,103,99
852,0,0,103,99
853,0,0,103,175
854,0,0,103,116
855,0,0,103,116
856,0,1,22,167
857,0,1,22,167
858,0,1,22,167
859,0,1,22,108
860,0,1,22,108
861,0,1,22,108
862,0,1,147,133
863,0,1,147,305
864,0,1,147,305
865,0,1,147,200
866,0,1,147,200
