1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0
5,0.023292,0.029507,0.030245,0.028675,0.025987,0.022812,0.019636,0.01646
6,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
8,0.0180235,0.022977,0.022264,0.019544,0.016077,0.012373,0.008842,0.005311
9,0.023292,0.029507,0.030245,0.028674,0.025985,0.022812,0.0196375,0.016463
10,0.023293,0.029508,0.030245,0.028673,0.025983,0.022813,0.019639,0.016465
12,0.015388,0.019017,0.018794,0.017249,0.015215,0.012861,0.010563,0.008265
13,0.015388,0.019017,0.018794,0.017249,0.0152145,0.012844,0.010524,0.008204
14,0,0,0,0,0,0,0,0
15,0.023292,0.029511,0.030249,0.028681,0.025995,0.022822,0.019647,0.016472
16,0.023293,0.029511,0.03025,0.028681,0.025995,0.022822,0.019647,0.016472
17,0.023293,0.029511,0.03025,0.028681,0.025995,0.022822,0.019648,0.016474
20,0.015391,0.019019,0.018797,0.017252,0.015216,0.012862,0.010564,0.008266
21,0.019342,0.0242655,0.0245235,0.0229665,0.020606,0.0178425,0.015105,0.012368
22,0.023293,0.029511,0.03025,0.028681,0.025996,0.022822,0.0196465,0.016471
24,0.019342,0.0242655,0.0245235,0.022967,0.0206065,0.017845,0.015108,0.012371
25,0.023293,0.029511,0.03025,0.028682,0.025996,0.022826,0.019652,0.016478
26,0.023293,0.029511,0.03025,0.028681,0.025996,0.022822,0.019646,0.01647
27,0.015391,0.019021,0.018798,0.017252,0.015217,0.012864,0.010564,0.008265
28,0.023293,0.029511,0.03025,0.028682,0.025996,0.022823,0.0196475,0.016472
29,0.020245,0.0250385,0.026273,0.0262555,0.0254685,0.023818,0.021804,0.01979
30,0.0232775,0.029461,0.030159,0.0285735,0.0258805,0.0226815,0.0194685,0.0162555
31,0.015393,0.019022,0.018799,0.017254,0.015218,0.012865,0.010566,0.008268
32,0.0232945,0.0295125,0.030249,0.0286785,0.0259915,0.0228205,0.0196465,0.0164725
33,0.023296,0.029513,0.030249,0.028679,0.025994,0.022822,0.019648,0.016474
34,0.015393,0.019022,0.018797,0.01725,0.015213,0.012859,0.010559,0.008259
35,0.015391,0.019022,0.018799,0.017254,0.015218,0.012864,0.010565,0.008265
36,0.015391,0.019022,0.018799,0.017254,0.015218,0.012864,0.010565,0.008265
37,0.023296,0.029513,0.03025,0.02868,0.025994,0.022824,0.01965,0.016476
38,0,0,0,0,0,0,0,0
39,0.022775,0.027106,0.025766,0.02204,0.017241,0.011467,0.005583,-0.000300999999999999
40,0.02516,0.031263,0.03411,0.035671,0.03614,0.035294,0.033704,0.032114
41,0.02515,0.031232,0.034056,0.035608,0.036072,0.035206,0.033591,0.031976
42,0.015369,0.01895,0.018673,0.017105,0.01506,0.012662,0.010304,0.007946
43,0.023294,0.029513,0.03025,0.02868,0.025993,0.022821,0.019646,0.016471
44,0.023294,0.029514,0.030254,0.028682,0.025996,0.022824,0.01965,0.016476
45,0.015392,0.019023,0.018803,0.017257,0.0152195,0.012865,0.0105655,0.008266
46,0.015392,0.019023,0.018803,0.017257,0.015219,0.012865,0.010565,0.008265
47,0.015392,0.019023,0.018803,0.017257,0.015219,0.012865,0.010565,0.008265
48,0.02364,0.029957,0.030839,0.029487,0.02712,0.024243,0.021418,0.018593
49,0.02364,0.029957,0.030839,0.030217,0.028881,0.026421,0.023753,0.021085
50,0.02364,0.029957,0.030839,0.030217,0.028881,0.026421,0.023753,0.021085
51,0.022418,0.025921,0.023657,0.018942,0.013129,0.005996,-0.001382,-0.00876
52,0,0,0,0,0,0,0,0
53,0.018465,0.025599,0.027117,0.026716,0.0248035,0.022217,0.01931,0.016403
54,0.022615,0.029322,0.030752,0.029515,0.026858,0.023224,0.019464,0.015704
56,0.015277,0.018654,0.018153,0.016498,0.014422,0.011855,0.009273,0.006691
57,0.015392,0.019023,0.018803,0.017257,0.01522,0.012868,0.010571,0.008274
58,0.023295,0.029517,0.030255,0.028683,0.025996,0.022829,0.01966,0.016491
59,0.023295,0.029517,0.030255,0.028683,0.025996,0.022829,0.01966,0.016491
60,0.023295,0.029517,0.030256,0.028688,0.026003,0.022835,0.019665,0.016495
61,0.015392,0.019023,0.018804,0.017258,0.01522,0.012868,0.010572,0.008276
62,0.023642,0.02996,0.030844,0.030218,0.02888,0.026422,0.023754,0.021086
63,0.023642,0.02996,0.030844,0.03022,0.028883,0.026426,0.023759,0.0210915
64,0.023642,0.02996,0.030844,0.03022,0.028883,0.026426,0.023758,0.021089
65,0.023642,0.02996,0.030844,0.030218,0.02888,0.026422,0.023754,0.021086
66,0.023642,0.02996,0.030844,0.03022,0.028883,0.026426,0.023759,0.021092
67,0.023196,0.029789,0.031016,0.030288,0.028388,0.025331,0.021839,0.018347
68,0.018461,0.025595,0.027123,0.026728,0.02482,0.022251,0.01936,0.016469
69,0.018461,0.025595,0.027123,0.026728,0.0248195,0.022239,0.01934,0.016441
70,0.018461,0.025595,0.027123,0.026728,0.02482,0.022239,0.01934,0.016441
71,0.022665,0.029371,0.030802,0.029564,0.026907,0.023273,0.019514,0.015755
72,0.023079,0.030768,0.033296,0.033228,0.03177,0.029387,0.026879,0.024371
73,0.023295,0.029517,0.030256,0.028688,0.026003,0.022835,0.019665,0.016495
74,0.023296,0.029517,0.030255,0.028687,0.026004,0.022834,0.019662,0.01649
75,0.023297,0.029517,0.030255,0.028686,0.026003,0.022832,0.01966,0.016488
76,0.023645,0.029962,0.030847,0.030222,0.028884,0.026426,0.023759,0.021092
77,0.023645,0.029962,0.030847,0.030222,0.028884,0.026426,0.023759,0.021092
78,0.023645,0.029962,0.030847,0.030222,0.028884,0.026426,0.023759,0.021092
79,0.023645,0.029962,0.030847,0.030222,0.028884,0.026426,0.023759,0.021092
80,0.023645,0.029962,0.030847,0.030225,0.028884,0.026426,0.023759,0.021092
81,0.023197,0.02979,0.031017,0.030286,0.028383,0.025696,0.022725,0.019754
84,0.0184635,0.025597,0.027123,0.026735,0.024834,0.0222625,0.019371,0.0164795
85,0.018464,0.025597,0.027123,0.026735,0.024834,0.022263,0.019371,0.016479
86,0.018464,0.025597,0.027123,0.026735,0.024834,0.022263,0.019371,0.016479
87,0.018464,0.025597,0.027123,0.026735,0.024834,0.022263,0.019371,0.016479
88,0.018463,0.025597,0.027123,0.026736,0.024837,0.022267,0.019376,0.01648
89,0.0229565,0.030349,0.032547,0.032127,0.0303095,0.0275515,0.0246685,0.0217855
90,0.023081,0.030768,0.033296,0.033229,0.031771,0.029388,0.02688,0.024372
92,0.023297,0.029517,0.030255,0.028687,0.026003,0.022833,0.019663,0.016493
93,0.023645,0.029962,0.030847,0.030225,0.02889,0.026436,0.023772,0.021108
94,0.023646,0.029963,0.030849,0.030227,0.028892,0.026438,0.023775,0.021112
95,0.023645,0.029962,0.030847,0.030225,0.02889,0.026436,0.023772,0.021108
96,0.015406,0.019109,0.018958,0.0181,0.017084,0.015572,0.014058,0.012544
97,0.015406,0.019109,0.018958,0.0181,0.017084,0.015571,0.014056,0.012541
98,0.0231975,0.0297905,0.031017,0.0302865,0.0283835,0.025696,0.0227245,0.019753
99,0.023199,0.029792,0.031021,0.029742,0.0270635,0.0232365,0.018973,0.0147095
100,0.023199,0.029793,0.031024,0.030295,0.028394,0.025704,0.022731,0.019758
101,0.023199,0.029792,0.031021,0.030289,0.028387,0.025698,0.022726,0.019754
102,0.023199,0.029792,0.031024,0.030295,0.028394,0.025704,0.022731,0.019758
104,0.022619,0.03002,0.032097,0.031484,0.029481,0.027004,0.024442,0.02188
105,0.022616,0.030018,0.032095,0.031483,0.029479,0.027002,0.024442,0.021882
106,0.018963,0.027163,0.029888,0.0306985,0.0300355,0.028734,0.0271215,0.025509
107,0.017964,0.024035,0.024369,0.0235235,0.0214355,0.0187585,0.015805,0.0128515
108,0.017964,0.024034,0.024369,0.023524,0.021435,0.018756,0.015801,0.012846
109,0.01796,0.024031,0.024369,0.023523,0.021435,0.018758,0.0158045,0.012851
110,0.017964,0.024034,0.024369,0.023523,0.021435,0.018756,0.015801,0.012846
111,0.017964,0.024035,0.024369,0.023523,0.021435,0.018756,0.015801,0.012826
112,0.02308,0.030768,0.033295,0.033228,0.031771,0.029388,0.02688,0.024372
113,0.02308,0.030769,0.033299,0.033232,0.031775,0.029392,0.026884,0.024376
114,0.0230805,0.0307685,0.0332975,0.0332305,0.031773,0.02939,0.026882,0.024374
116,0.023646,0.029963,0.030849,0.030229,0.028895,0.026441,0.023779,0.021117
117,0.023646,0.029963,0.030849,0.030228,0.028895,0.026441,0.023779,0.021117
118,0.023646,0.029963,0.030849,0.030228,0.028895,0.026441,0.023778,0.021115
119,0.015406,0.0191085,0.018957,0.018098,0.0170805,0.015298,0.0134005,0.011503
120,0.013894,0.018225,0.018976,0.018864,0.018171,0.017088,0.015797,0.014505
121,0.0153605,0.019292,0.019426,0.018571,0.017149,0.01514,0.012951,0.010761
122,0.023202,0.029795,0.031022,0.03029,0.028387,0.025698,0.022725,0.019752
123,0.023202,0.029795,0.031023,0.03029,0.028387,0.025696,0.022722,0.019748
124,0.023202,0.029795,0.031022,0.03029,0.028387,0.025698,0.022725,0.019752
125,0.023202,0.029795,0.031022,0.03029,0.028387,0.025696,0.022721,0.019746
126,0.022662,0.030063,0.03214,0.031527,0.029525,0.027043,0.024482,0.021921
127,0.022662,0.030064,0.03214,0.031528,0.029525,0.027043,0.024482,0.02192
128,0.022662,0.030063,0.03214,0.031527,0.029525,0.027043,0.024482,0.021921
129,0.022662,0.030064,0.03214,0.031528,0.029525,0.027044,0.024482,0.02192
131,0.01796,0.024031,0.024369,0.023523,0.021435,0.01876,0.015808,0.012856
132,0.017958,0.02403,0.024375,0.02353,0.021441,0.018775,0.015832,0.012889
133,0.017958,0.02403,0.024369,0.023523,0.021435,0.01876,0.015808,0.012856
134,0.017958,0.02403,0.024375,0.023538,0.021457,0.018787,0.015844,0.0129
135,0.022254,0.027974,0.028302,0.026609,0.023767,0.020027,0.016206,0.012388
136,0.023085,0.030772,0.033296,0.033225,0.031765,0.029383,0.026876,0.024369
137,0.0234735,0.031296,0.033969,0.0340155,0.032633,0.0303,0.027817,0.025334
138,0.019097,0.025437,0.02654,0.025376,0.023197,0.020338,0.017566,0.014794
140,0.023649,0.029965,0.03085,0.030228,0.028895,0.026441,0.023779,0.021117
141,0.023649,0.0299645,0.0308495,0.030228,0.0288945,0.0264405,0.023778,0.021116
142,0.023649,0.029964,0.030849,0.030228,0.028894,0.02644,0.023778,0.021116
143,0.023433,0.029254,0.029584,0.028003,0.025545,0.022251,0.018877,0.015503
144,0.0137535,0.017775,0.0181855,0.017477,0.0160865,0.0143865,0.011646,0.007064
145,0.013894,0.018229,0.018984,0.01887,0.018174,0.016236,0.011653,0.00707
146,0.0196205,0.0256245,0.0263295,0.0244515,0.0210055,0.0168955,0.01311,0.00987
147,0.023198,0.029795,0.031025,0.030297,0.028394,0.025701,0.022728,0.019755
148,0.023199,0.029795,0.031025,0.030297,0.028394,0.025701,0.022728,0.019755
149,0.022557,0.0295745,0.030947,0.030161,0.028864,0.0268125,0.0241155,0.0214185
150,0.022662,0.030063,0.03214,0.031527,0.029524,0.027042,0.02448,0.021918
151,0.022662,0.030063,0.03214,0.031527,0.029524,0.027042,0.02448,0.021918
152,0.022663,0.030064,0.032141,0.031528,0.029524,0.027042,0.024479,0.021917
153,0.022663,0.030064,0.032141,0.031528,0.029524,0.027042,0.024479,0.021917
154,0.022662,0.030063,0.03214,0.031527,0.029522,0.027041,0.024479,0.021916
155,0.0154065,0.020248,0.0203225,0.019627,0.017997,0.0160395,0.0138865,0.0117335
156,0.017958,0.02403,0.024375,0.023538,0.021457,0.018787,0.015843,0.012899
157,0.012855,0.016466,0.016266,0.015711,0.01453,0.013282,0.011917,0.010552
158,0.017959,0.0240315,0.024376,0.023538,0.021457,0.0187895,0.0158485,0.0129075
159,0.0223,0.02802,0.028348,0.026656,0.023817,0.020077,0.016256,0.012928
160,0.023132,0.030819,0.033344,0.033275,0.031815,0.02943,0.026921,0.024412
161,0.023132,0.030819,0.033344,0.033275,0.031816,0.029431,0.026923,0.024415
162,0.023911,0.03187,0.034695,0.034861,0.033557,0.03127,0.028809,0.026348
163,0,0,0,0,0,0,0,0
164,0.02365,0.029966,0.03085,0.030228,0.028893,0.02644,0.023777,0.021114
165,0.02322,0.028543,0.02832,0.025786,0.022211,0.018084,0.014,0.009916
166,0.0214215,0.027047,0.027246,0.0249655,0.0213685,0.017173,0.012837,0.008501
167,0.019587,0.025515,0.026136,0.024115,0.020501,0.016243,0.011661,0.007079
168,0.019587,0.025515,0.026136,0.024115,0.020501,0.016243,0.011661,0.007079
169,0.019622,0.02555,0.02617,0.024149,0.0205355,0.0162765,0.011695,0.007114
170,0.019623,0.0255505,0.0261715,0.02415,0.020537,0.016278,0.011697,0.007116
171,0.022375,0.028356,0.029764,0.03175,0.032434,0.032365,0.031632,0.030812
172,0.018428,0.025757,0.028102,0.028391,0.027375,0.025647,0.023498,0.021349
173,0.01873,0.0267585,0.0298875,0.0304545,0.028829,0.026705,0.024365,0.022128
174,0.022665,0.030065,0.032139,0.031527,0.029523,0.027042,0.024479,0.021916
175,0.022668,0.030068,0.03214,0.031526,0.029521,0.027038,0.024474,0.02191
176,0.0226665,0.0300665,0.0321395,0.031527,0.029522,0.02704,0.0244765,0.021913
177,0.017958,0.024033,0.024388,0.0235595,0.021487,0.0188275,0.0158945,0.0129615
178,0.017956,0.024032,0.024388,0.023555,0.021477,0.018813,0.015873,0.012933
179,0.012844,0.016462,0.016274,0.015719,0.014538,0.013293,0.011931,0.010569
181,0.017956,0.024032,0.024388,0.023555,0.021477,0.018813,0.015873,0.012933
182,0.017956,0.024032,0.024388,0.023555,0.021477,0.018813,0.015873,0.012933
183,0.023133,0.030821,0.033347,0.033276,0.031815,0.029427,0.026918,0.024409
184,0.023137,0.030824,0.033347,0.033276,0.031815,0.029427,0.026918,0.024409
185,0.023913,0.031872,0.034694,0.034859,0.033555,0.031266,0.028805,0.026344
189,0.019624,0.025553,0.026175,0.024153,0.020538,0.016276,0.011693,0.00711
190,0.019624,0.025552,0.026173,0.024152,0.020539,0.0162775,0.0116935,0.00711
191,0.019624,0.0255525,0.026174,0.0241535,0.0205395,0.0162805,0.011699,0.007117
192,0.019624,0.025552,0.026173,0.024152,0.020539,0.016278,0.011694,0.00711000000000001
