id,country,region,county,district
312,1,-1,-1,-1
313,1,-1,-1,-1
314,1,-1,-1,-1
315,1,-1,-1,-1
316,0,4,26,62
317,0,9,143,308
318,0,9,143,308
319,0,0,48,100
320,0,0,105,5
321,0,0,105,209
322,0,0,83,291
323,0,0,83,219
324,0,0,83,30
325,0,0,83,114
326,0,1,95,176
327,0,1,95,222
328,0,1,95,222
329,0,1,95,222
330,1,-1,-1,-1
331,1,-1,-1,-1
332,1,-1,-1,-1
333,1,-1,-1,-1
334,1,-1,-1,-1
335,1,-1,-1,-1
336,1,-1,-1,-1
337,1,-1,-1,-1
338,1,-1,-1,-1
339,0,4,27,63
340,0,4,26,62
341,0,0,48,100
342,0,0,48,100
343,0,0,48,28
344,0,0,105,209
345,0,0,83,219
346,0,0,83,219
347,0,0,83,114
348,0,0,83,114
349,1,-1,-1,-1
350,1,-1,-1,-1
351,1,-1,-1,-1
352,1,-1,-1,-1
353,1,-1,-1,-1
354,1,-1,-1,-1
355,1,-1,-1,-1
356,0,4,-1,-1
357,0,4,160,347
358,0,4,145,311
359,0,0,48,161
360,0,10,124,271
361,0,10,118,256
362,0,0,105,19
363,0,0,83,360
364,0,0,83,360
365,0,0,83,114
366,0,0,83,114
367,1,-1,-1,-1
368,1,-1,-1,-1
369,1,-1,-1,-1
370,1,-1,-1,-1
371,1,-1,-1,-1
372,1,-1,-1,-1
373,0,4,80,359
374,0,4,12,29
375,0,4,117,252
376,0,10,78,178
377,0,10,5,15
378,0,10,50,101
379,0,10,50,101
380,0,10,99,221
381,0,10,99,221
382,0,10,97,217
383,0,10,59,118
384,1,-1,-1,-1
385,1,-1,-1,-1
386,1,-1,-1,-1
387,1,-1,-1,-1
388,0,-1,-1,-1
389,0,4,80,240
390,0,4,80,249
391,0,4,80,48
392,0,10,21,48
393,0,10,81,182
394,0,10,102,269
395,0,10,59,118
396,0,10,59,118
397,0,10,59,118
398,0,10,59,118
399,1,-1,-1,-1
400,1,-1,-1,-1
401,0,4,80,377
402,0,4,80,377
403,0,4,80,249
404,0,10,102,93
405,0,10,102,33
406,0,10,102,153
407,0,10,102,153
408,0,10,173,379
409,0,10,59,118
410,0,10,59,118
411,0,10,59,118
412,0,4,46,16
413,0,4,46,292
414,0,4,80,181
415,0,10,102,93
416,0,10,102,93
417,0,10,102,153
418,0,10,102,153
419,0,10,102,148
420,0,10,102,262
421,0,10,102,262
422,0,10,59,118
423,0,10,59,118
424,0,4,46,86
425,0,4,46,292
426,0,4,46,292
427,0,4,46,292
428,0,10,102,251
429,0,10,102,251
430,0,10,102,148
431,0,10,102,148
432,0,10,102,262
433,0,10,102,262
434,0,10,102,265
435,0,4,46,86
436,0,4,46,86
437,0,4,46,292
438,0,4,46,122
439,0,4,46,122
440,0,4,46,122
441,0,10,102,251
442,0,10,102,251
443,0,10,102,148
444,0,10,102,265
445,0,10,102,265
446,2,5,53,104
447,-1,-1,-1,-1
448,2,5,53,104
449,-1,-1,-1,-1
450,0,4,46,4
451,0,4,46,4
452,0,4,46,122
453,0,4,46,122
454,0,3,43,90
455,0,3,43,90
456,0,3,43,90
457,0,3,146,312
458,0,3,114,244
459,-1,-1,-1,-1
460,2,5,53,104
461,2,5,53,104
462,2,5,53,104
463,2,5,53,104
464,2,5,53,104
465,0,4,46,4
466,0,4,46,4
467,0,4,46,53
468,0,4,46,122
469,0,3,104,228
470,0,3,43,90
471,0,3,43,90
472,0,3,43,90
473,2,5,53,104
474,2,5,53,104
475,2,5,53,104
476,2,5,53,104
477,2,5,53,104
478,2,5,53,104
479,2,5,53,104
480,2,5,53,104
481,0,4,46,53
482,0,3,104,228
483,0,3,104,228
484,0,3,104,228
485,0,3,94,210
486,0,3,140,300
487,2,5,137,284
488,2,5,137,284
489,2,5,53,104
490,2,5,53,104
491,2,5,53,104
492,2,5,53,104
493,2,5,53,104
494,2,5,122,266
495,0,3,104,228
496,0,3,104,228
497,0,3,104,228
498,0,3,104,228
499,-1,-1,-1,-1
500,2,5,4,7
501,-1,-1,-1,-1
502,2,5,137,284
503,2,5,55,107
504,2,5,53,104
505,2,5,53,104
506,2,5,53,104
507,2,5,122,266
508,2,5,122,266
509,2,5,122,266
510,0,3,104,228
511,0,3,104,228
512,0,3,104,228
513,2,5,4,7
514,2,5,96,213
515,2,5,96,213
516,2,5,137,284
517,2,5,55,107
518,2,5,55,107
519,2,5,139,293
520,2,5,122,266
521,2,5,122,266
522,2,5,122,266
523,2,5,122,266
524,0,3,104,228
525,0,3,104,228
526,0,3,104,228
527,-1,-1,-1,-1
528,2,5,4,7
529,2,5,4,7
530,2,5,4,7
531,2,5,96,213
532,2,5,96,213
533,2,5,96,213
534,2,5,55,107
535,2,5,139,293
536,2,5,139,293
537,2,5,139,293
538,2,5,122,266
539,2,5,122,266
540,2,5,122,266
541,2,5,122,266
542,0,3,104,228
543,-1,-1,-1,-1
544,2,5,4,7
545,2,5,4,7
546,2,5,4,7
547,2,5,4,7
548,2,5,4,7
549,2,5,74,169
550,2,5,115,247
551,2,5,98,220
552,2,5,98,220
553,2,5,164,361
554,2,5,90,203
555,2,5,57,115
556,2,5,57,115
557,2,5,122,266
558,2,5,4,7
559,2,5,4,7
560,2,5,4,7
561,2,5,4,7
562,2,5,4,7
563,2,5,4,7
564,2,5,144,310
565,2,5,144,310
566,2,5,62,129
567,2,5,63,132
568,2,5,63,132
569,2,5,57,115
570,2,5,57,115
571,2,5,4,7
572,2,5,4,7
573,-1,-1,-1,-1
574,2,5,4,7
575,2,5,4,7
576,2,5,4,7
577,2,5,144,310
578,2,5,144,310
579,2,5,110,237
580,2,5,110,237
581,2,5,63,132
582,2,5,63,132
583,2,5,63,132
584,-1,-1,-1,-1
585,2,5,4,7
586,2,5,4,7
587,2,5,4,7
588,2,5,4,7
589,2,5,4,7
590,2,5,4,7
591,2,5,144,310
592,2,5,110,237
593,2,5,110,237
594,2,5,110,237
595,2,5,110,237
596,2,5,3,6
597,2,5,3,6
598,2,5,4,7
599,2,5,4,7
600,2,5,4,7
601,2,5,4,7
602,2,5,73,162
603,2,5,73,162
604,2,5,73,162
605,2,5,73,162
606,2,5,110,237
607,2,5,110,237
608,2,5,110,237
609,2,5,110,237
610,2,5,3,6
611,2,5,3,6
612,2,5,3,6
613,-1,-1,-1,-1
614,2,5,4,7
615,2,5,73,162
616,2,5,73,162
617,2,5,73,162
618,2,5,73,162
619,2,5,73,162
620,2,5,73,162
621,2,5,110,237
622,2,5,110,237
623,2,5,110,237
624,2,5,3,6
625,2,5,3,6
626,2,5,1,1
627,2,5,1,1
628,-1,-1,-1,-1
629,2,5,93,207
630,2,5,73,162
631,2,5,73,162
632,2,5,73,162
633,2,5,73,162
634,2,5,73,162
635,2,5,73,162
636,2,5,73,162
637,2,5,73,162
638,2,5,73,162
639,2,5,1,1
640,2,5,1,1
641,2,5,1,1
642,2,5,1,1
643,2,5,1,1
644,2,5,93,207
645,2,5,93,207
646,2,5,73,162
647,2,5,73,162
648,2,5,73,162
649,2,5,73,162
650,2,5,73,162
651,2,5,73,162
652,2,5,73,162
653,2,5,73,162
654,2,5,73,162
655,2,5,92,206
656,2,5,1,1
657,2,5,1,1
658,2,5,1,1
659,2,5,0,0
660,2,5,93,207
661,2,5,93,207
662,2,5,73,162
663,2,5,73,162
664,2,5,73,162
665,2,5,73,162
666,2,5,73,162
667,2,5,73,162
668,2,5,73,162
669,2,5,73,162
670,2,5,73,162
671,2,5,73,162
672,2,5,92,206
673,2,5,1,1
674,2,5,1,1
675,2,5,1,1
676,2,5,1,1
677,2,5,93,207
678,2,5,93,207
679,2,5,73,162
680,2,5,73,162
681,2,5,73,162
682,2,5,73,162
683,2,5,73,162
684,2,5,73,162
685,2,5,73,162
686,2,5,73,162
687,2,5,73,162
688,2,5,73,162
689,2,5,92,206
690,2,5,92,206
691,2,5,92,206
692,2,5,1,1
693,2,5,1,1
694,2,5,1,1
695,2,5,93,207
696,2,5,93,207
697,-1,-1,-1,-1
698,2,5,73,162
699,2,5,73,162
700,2,5,73,162
701,2,5,73,162
702,2,5,73,162
703,2,5,73,162
704,2,5,73,162
705,2,5,73,162
706,2,5,92,206
707,2,5,92,206
708,2,5,92,206
709,2,5,1,1
710,2,5,1,1
711,2,5,1,1
712,-1,-1,-1,-1
713,-1,-1,-1,-1
714,2,5,93,207
715,2,5,93,207
716,-1,-1,-1,-1
717,2,5,73,162
718,2,5,73,162
719,2,5,73,162
720,2,5,73,162
721,2,5,73,162
722,2,5,73,162
723,2,5,73,162
724,-1,-1,-1,-1
725,2,5,93,207
726,2,5,93,207
727,2,5,93,207
728,2,5,93,207
729,-1,-1,-1,-1
730,2,5,73,162
731,2,5,73,162
732,2,5,73,162
733,2,5,73,162
734,2,5,73,162
735,2,5,73,162
736,-1,-1,-1,-1
737,2,5,93,207
738,2,5,93,207
739,2,5,93,207
740,2,5,73,162
741,2,5,73,162
742,2,5,73,162
743,2,5,73,162
744,2,5,73,162
745,2,5,73,162
746,2,5,73,162
747,-1,-1,-1,-1
748,2,5,93,207
749,2,5,93,207
750,2,5,73,162
751,2,5,73,162
752,2,5,73,162
753,2,5,73,162
754,2,5,73,162
755,2,5,73,162
756,2,5,73,162
757,2,5,93,207
758,-1,-1,-1,-1
759,2,5,73,162
760,2,5,73,162
761,2,5,73,162
762,2,5,73,162
763,2,5,73,162
764,2,5,73,162
765,2,5,73,162
766,-1,-1,-1,-1
767,2,5,107,233
768,2,5,107,233
769,-1,-1,-1,-1
770,2,5,107,233
771,2,5,107,233
772,-1,-1,-1,-1
773,2,5,107,233
774,2,5,107,233
775,-1,-1,-1,-1
776,-1,-1,-1,-1
777,2,5,107,233
778,-1,-1,-1,-1
779,-1,-1,-1,-1
780,-1,-1,-1,-1
781,2,5,125,273
782,-1,-1,-1,-1
783,-1,-1,-1,-1
784,2,5,125,273
785,2,5,125,273
786,-1,-1,-1,-1
787,2,5,125,273
788,2,5,125,273
789,-1,-1,-1,-1
790,2,5,125,273
791,2,5,125,273
792,-1,-1,-1,-1
793,2,5,125,273
794,2,5,125,273
795,2,5,125,273
796,2,5,125,273
797,2,5,125,273
