1,0,0,0
1,0,0,0
2,10.11,9.6,4.43
3,13.45,8.8,1.79
4,60.36,45.57,9.65
5,100.67,69.42,21.54
6,9.21,3.63,1.71
7,3.97,1.79,1.13
9,2.42,2.08,0.4
10,57.08,28.47,10.83
11,130.17,69.58,25.17
12,29.6,28.16,9.24
13,11.84,6.94,3.5
14,25.47,18.86,11.23
15,66.15,47.63,10.61
16,13.23,8.05,3.86
17,0.44,0.56,0.02
18,103.45,54.94,12.17
19,76.71,82.15,23.81
20,64.41,71.92,15.31
21,37.86,61.11,14.29
22,20.01,29.01,9.43
23,27.92,19.85,11.13
24,0.43,0.69,0
25,2.33,3.9,0.72
26,0.04,0.16,0.01
27,2.58,2.3,0.16
28,2.61,0.94,0.11
29,50.99,80.47,10.85
30,115.88,132.18,22.86
31,68.7,94.26,28.25
32,52.59,49.16,21.04
33,73.46,28.6,14.26
34,74.36,43.31,14.86
35,23.47,20.88,6.35
36,39.78,46.28,5.24
37,135.96,71.1,16.58
38,71.16,57.87,28.55
39,13.9,14.15,4.92
40,26.07,26.98,17.39
41,67.72,56.83,19.15
42,5.95,4.18,1.58
43,20.65,2.94,0.14
44,0.84,5.76,0.21
45,0,0,0
46,0.57,0.3,0.2
47,142.07,139.96,34.6
48,111.39,132.41,43.11
49,126.62,121.13,26.56
50,86.87,89.17,20.56
51,102.07,132.06,26.25
52,122.69,97.5,22.99
53,112.15,109.43,13.82
54,115.93,129.24,18.87
55,173.4,71.01,28.67
56,95.07,66.03,29.74
57,13.76,24.02,16.1
58,39.55,48.74,18.68
59,82.22,48.36,29.66
60,106.15,41.79,42.33
61,66.18,77.3,18.97
62,35.22,67.77,11.16
63,83.03,118.58,21.61
64,31.31,71.17,26.64
65,12.47,26.23,7.04
66,0,0,0.02
67,31.39,29.15,10.69
68,48.47,104.93,14.81
69,23.21,114.51,15.09
70,6.23,93.74,17.51
71,81.9,109.77,17.42
72,130.77,67.73,7.52
73,128.05,98.05,8.44
74,128.64,164.55,13.69
75,115.16,104.13,24.51
76,189.2,63.4,25.09
77,145.2,81.93,42.73
78,193.32,64.6,37.54
79,136.53,86.88,38.6
80,41.71,53.44,60.63
81,89.31,147.49,54.15
82,53.06,94.82,47.11
83,38.98,102.67,45.56
84,57.71,111.42,48.23
85,124.99,117.15,34.13
86,123.28,22.82,6.19
87,2.16,0.91,0.06
88,0,0.57,0.08
89,10.76,43.05,5.45
90,2.19,38.15,3.46
91,2.89,2.88,1.45
92,26.22,9.45,4.37
93,79.59,84.46,3.2
94,45.19,88.71,11.39
95,121.44,120.21,23.73
96,93.15,90.25,13.86
97,96.72,46.83,6.4
98,178.48,66.33,32.86
99,225.94,62.23,41.94
100,150.43,59.18,46.61
101,24.07,32.12,28.17
102,34.65,82.82,47.64
103,66.67,122.83,39.86
104,79.7,121.87,47.37
