id,x,y,x,y
187,-2.78273961407051,50.9312753766088,345,115
188,-2.64043388269849,50.9321425387207,355,115
189,-2.49812181443819,50.9328362926852,365,115
190,-2.3558048170771,50.9333566223199,375,115
191,-2.21348429871011,50.9337035154869,385,115
192,-2.07116166765174,50.9338769640936,395,115
193,-1.92883833234826,50.9338769640936,405,115
194,-1.78651570128989,50.9337035154869,415,115
195,-1.6441951829229,50.9333566223199,425,115
196,-1.50187818556181,50.9328362926852,435,115
197,-1.35956611730151,50.9321425387207,445,115
198,-1.21726038592949,50.9312753766088,455,115
199,-1.07496239883811,50.9302348265755,465,115
200,-0.932673562936885,50.929020912888,475,115
201,-0.790395284564899,50.9276336638537,485,115
202,-0.648128969403283,50.9260731118175,495,115
203,-0.505876022387799,50.9243392931593,505,115
204,-0.363637847621552,50.9224322482916,515,115
205,-0.221415848287821,50.9203520216556,525,115
206,-0.0792114265630454,50.9180986617186,535,115
207,0.062974016470034,50.9156722209696,545,115
208,0.205139080909057,50.9130727559155,555,115
209,0.347282368118545,50.9103003270767,565,115
210,0.489402480816191,50.9073549989823,575,115
211,0.631498023158945,50.9042368401651,585,115
212,0.773567600828863,50.9009459231563,595,115
213,0.915609821118716,50.8974823244799,605,115
214,-4.49420990240475,50.9972033767044,225,125
215,-4.35181596872008,51.0001581002865,235,125
216,-4.20939870394876,51.002939374159,245,125
217,-4.06695951477915,51.0055471333896,255,125
218,-3.92449980926832,51.0079813170799,265,125
219,-3.78202099675482,51.0102418683695,275,125
220,-3.63952448777121,51.0123287344415,285,125
221,-3.4970116939563,51.0142418665255,295,125
222,-3.35448402796738,51.0159812199021,305,125
223,-3.21194290339217,51.0175467539062,315,125
224,-3.06938973466062,51.0189384319301,325,125
225,-2.92682593695667,51.0201562214266,335,125
226,-2.78425292612979,51.0212000939112,345,125
227,-2.64167211860648,51.0220700249646,355,125
228,-2.49908493130164,51.0227659942343,365,125
229,-2.35649278152985,51.0232879854366,375,125
230,-2.21389708691667,51.0236359863575,385,125
231,-2.0712992653098,51.0238099888538,395,125
232,-1.9287007346902,51.0238099888538,405,125
233,-1.78610291308333,51.0236359863575,415,125
234,-1.64350721847015,51.0232879854366,425,125
235,-1.50091506869836,51.0227659942343,435,125
236,-1.35832788139352,51.0220700249646,445,125
237,-1.21574707387021,51.0212000939112,455,125
238,-1.07317406304333,51.0201562214266,465,125
239,-0.930610265339383,51.0189384319301,475,125
240,-0.788057096607833,51.0175467539062,485,125
241,-0.645515972032615,51.0159812199021,495,125
242,-0.502988306043699,51.0142418665255,505,125
243,-0.360475512228792,51.0123287344415,515,125
244,-0.217979003245175,51.0102418683695,525,125
245,-0.0755001907316836,51.0079813170799,535,125
246,0.0669595147791483,51.0055471333896,545,125
247,0.209398703948764,51.002939374159,555,125
248,0.351815968720077,51.0001581002865,565,125
249,0.494209902404753,50.9972033767044,575,125
250,0.636579099770274,50.9940752723736,585,125
251,0.778922157126776,50.990773860278,595,125
252,0.92123767241363,50.9872992174194,605,125
253,1.06352424528577,50.9836514248108,615,125
254,-4.2136802515891,51.092804349203,245,135
255,-4.07096552962197,51.0954204345578,255,135
256,-3.92823015228434,51.0978623910218,265,135
257,-3.7854755384385,51.1001301613785,275,135
258,-3.64270310815452,51.1022236924797,285,135
259,-3.49991428262152,51.1041429352496,295,135
260,-3.35711048405884,51.1058878446884,305,135
261,-3.21429313562701,51.1074583798759,315,135
262,-3.07146366133855,51.1088545039749,325,135
263,-2.92862348596867,51.110076184234,335,135
264,-2.78577403496578,51.11112339199,345,135
265,-2.64291673436202,51.1119961026703,355,135
