id,x,y
1109,285,365
1110,295,365
1111,305,365
1112,315,365
1113,325,365
1114,335,365
1115,345,365
1116,355,365
1117,365,365
1118,375,365
1119,385,365
1120,395,365
1121,405,365
1122,415,365
1123,425,365
1124,435,365
1125,445,365
1126,455,365
1127,465,365
1128,475,365
1129,485,365
1130,495,365
1131,505,365
1132,515,365
1133,525,365
1134,535,365
1135,545,365
1136,555,365
1137,225,375
1138,235,375
1139,245,375
1140,255,375
1141,265,375
1142,275,375
1143,285,375
1144,295,375
1145,305,375
1146,315,375
1147,325,375
1148,335,375
1149,345,375
1150,355,375
1151,365,375
1152,375,375
1153,385,375
1154,395,375
1155,405,375
1156,415,375
1157,425,375
1158,435,375
1159,445,375
1160,455,375
1161,465,375
1162,475,375
1163,485,375
1164,495,375
1165,505,375
1166,515,375
1167,525,375
1168,535,375
1169,545,375
1170,555,375
1171,225,385
1172,235,385
1173,245,385
1174,325,385
1175,345,385
1176,355,385
1177,365,385
1178,375,385
1179,385,385
1180,395,385
1181,405,385
1182,415,385
1183,425,385
1184,435,385
1185,445,385
1186,455,385
1187,465,385
1188,475,385
1189,485,385
1190,495,385
1191,505,385
1192,515,385
1193,525,385
1194,535,385
1195,545,385
1196,235,395
1197,245,395
1198,335,395
1199,345,395
1200,355,395
1201,365,395
1202,375,395
1203,385,395
1204,395,395
1205,405,395
1206,415,395
1207,425,395
1208,435,395
1209,445,395
1210,455,395
1211,465,395
1212,475,395
1213,485,395
1214,495,395
1215,505,395
1216,515,395
1217,525,395
1218,535,395
1219,545,395
1220,335,405
1221,345,405
1222,355,405
1223,365,405
1224,375,405
1225,385,405
1226,395,405
1227,405,405
1228,415,405
1229,425,405
1230,435,405
1231,445,405
1232,455,405
1233,465,405
1234,475,405
1235,485,405
1236,495,405
1237,505,405
1238,515,405
1239,525,405
1240,535,405
1241,335,415
1242,345,415
1243,355,415
1244,365,415
1245,375,415
1246,385,415
1247,395,415
1248,405,415
1249,415,415
1250,425,415
1251,435,415
1252,445,415
1253,455,415
1254,465,415
1255,475,415
1256,485,415
1257,495,415
1258,505,415
1259,515,415
1260,335,425
1261,345,425
1262,355,425
1263,365,425
1264,375,425
1265,385,425
1266,395,425
1267,405,425
1268,415,425
1269,425,425
1270,435,425
1271,445,425
1272,455,425
1273,465,425
1274,475,425
1275,485,425
1276,505,425
1277,515,425
1278,525,425
1279,535,425
1280,335,435
1281,345,435
1282,355,435
1283,365,435
1284,375,435
1285,385,435
1286,395,435
1287,405,435
1288,415,435
1289,425,435
1290,435,435
1291,445,435
1292,455,435
1293,465,435
1294,475,435
1295,485,435
1296,495,435
1297,505,435
1298,515,435
1299,525,435
1300,335,445
1301,345,445
1302,355,445
1303,365,445
1304,375,445
1305,385,445
1306,395,445
1307,405,445
1308,415,445
1309,425,445
1310,435,445
1311,445,445
1312,455,445
1313,465,445
1314,475,445
1315,485,445
1316,495,445
1317,505,445
1318,515,445
1319,345,455
1320,355,455
1321,365,455
1322,375,455
1323,385,455
1324,395,455
1325,405,455
1326,415,455
1327,425,455
1328,435,455
1329,445,455
1330,455,455
1331,465,455
1332,475,455
1333,485,455
1334,495,455
1335,505,455
1336,515,455
1337,325,465
1338,345,465
1339,355,465
1340,365,465
1341,375,465
1342,385,465
1343,395,465
1344,405,465
1345,415,465
1346,425,465
1347,435,465
1348,445,465
1349,455,465
1350,465,465
1351,475,465
1352,485,465
1353,495,465
1354,505,465
1355,515,465
1356,325,475
1357,335,475
1358,345,475
1359,355,475
1360,365,475
1361,375,475
1362,385,475
1363,395,475
1364,405,475
1365,415,475
1366,425,475
1367,435,475
1368,445,475
1369,455,475
1370,465,475
1371,475,475
1372,485,475
1373,495,475
1374,505,475
1375,515,475
1376,315,485
1377,325,485
1378,335,485
1379,345,485
1380,355,485
1381,365,485
1382,375,485
1383,385,485
1384,395,485
1385,405,485
1386,415,485
1387,425,485
1388,435,485
1389,445,485
1390,455,485
1391,465,485
1392,475,485
1393,485,485
1394,495,485
1395,505,485
1396,305,495
1397,315,495
1398,325,495
1399,335,495
1400,345,495
1401,355,495
1402,365,495
1403,375,495
1404,385,495
1405,395,495
1406,405,495
1407,415,495
1408,425,495
1409,435,495
1410,445,495
1411,455,495
1412,465,495
1413,475,495
1414,485,495
1415,495,495
1416,305,505
1417,315,505
1418,325,505
1419,335,505
1420,345,505
1421,355,505
1422,365,505
1423,375,505
1424,385,505
1425,395,505
1426,405,505
1427,415,505
1428,425,505
1429,435,505
1430,445,505
1431,455,505
1432,465,505
1433,475,505
1434,485,505
1435,495,505
1436,295,515
1437,305,515
1438,315,515
1439,325,515
1440,335,515
1441,345,515
1442,355,515
1443,365,515
1444,375,515
1445,385,515
1446,395,515
1447,405,515
1448,415,515
1449,425,515
1450,435,515
1451,445,515
1452,455,515
1453,465,515
1454,475,515
1455,485,515
1456,305,525
1457,315,525
1458,325,525
1459,335,525
1460,345,525
1461,355,525
1462,365,525
1463,375,525
1464,385,525
1465,395,525
1466,405,525
1467,415,525
1468,425,525
1469,435,525
1470,445,525
1471,455,525
1472,465,525
1473,245,535
1474,305,535
1475,315,535
1476,325,535
1477,335,535
1478,345,535
1479,355,535
1480,365,535
1481,375,535
1482,385,535
1483,395,535
1484,405,535
1485,415,535
1486,425,535
1487,435,535
1488,445,535
1489,235,545
1490,245,545
1491,265,545
1492,275,545
1493,315,545
1494,325,545
1495,335,545
1496,345,545
1497,355,545
1498,365,545
1499,375,545
1500,385,545
1501,395,545
1502,405,545
1503,415,545
1504,425,545
1505,435,545
1506,445,545
1507,205,555
1508,215,555
1509,225,555
1510,235,555
1511,245,555
1512,255,555
1513,265,555
1514,275,555
1515,285,555
1516,295,555
1517,315,555
1518,325,555
1519,335,555
1520,345,555
1521,355,555
1522,365,555
1523,375,555
1524,385,555
1525,395,555
1526,405,555
1527,415,555
1528,425,555
1529,435,555
1530,205,565
1531,215,565
1532,225,565
1533,235,565
1534,245,565
1535,255,565
1536,265,565
1537,275,565
1538,285,565
1539,295,565
1540,305,565
1541,315,565
1542,325,565
1543,335,565
1544,345,565
1545,355,565
1546,365,565
1547,375,565
1548,385,565
1549,395,565
1550,405,565
1551,415,565
1552,425,565
1553,435,565
1554,205,575
1555,215,575
1556,225,575
1557,235,575
1558,245,575
1559,255,575
1560,265,575
1561,275,575
1562,285,575
1563,295,575
1564,305,575
1565,315,575
1566,325,575
1567,335,575
1568,345,575
1569,355,575
1570,365,575
1571,375,575
1572,385,575
1573,395,575
1574,405,575
1575,415,575
1576,425,575
1577,435,575
1578,215,585
1579,225,585
1580,235,585
1581,245,585
1582,255,585
1583,265,585
1584,275,585
1585,285,585
1586,295,585
1587,305,585
1588,315,585
1589,325,585
1590,335,585
1591,345,585
1592,355,585
1593,365,585
1594,375,585
1595,385,585
1596,395,585
1597,405,585
1598,415,585
1599,425,585
1600,215,595
1601,225,595
1602,235,595
1603,245,595
1604,255,595
1605,265,595
1606,275,595
1607,285,595
1608,295,595
1609,305,595
1610,315,595
1611,325,595
1612,335,595
1613,345,595
1614,355,595
1615,365,595
1616,375,595
1617,385,595
1618,395,595
1619,405,595
1620,415,595
1621,425,595
1622,225,605
1623,235,605
1624,245,605
1625,255,605
1626,265,605
1627,275,605
1628,285,605
1629,295,605
1630,305,605
1631,315,605
1632,325,605
1633,335,605
1634,345,605
1635,355,605
1636,365,605
1637,375,605
1638,385,605
1639,395,605
1640,405,605
1641,415,605
1642,425,605
1643,165,615
1644,175,615
1645,225,615
1646,235,615
1647,245,615
1648,255,615
1649,265,615
1650,275,615
1651,285,615
1652,295,615
1653,305,615
1654,315,615
1655,325,615
1656,335,615
1657,345,615
1658,355,615
1659,365,615
1660,375,615
1661,385,615
1662,395,615
1663,405,615
1664,415,615
1665,425,615
1666,165,625
1667,175,625
1668,195,625
1669,205,625
1670,235,625
1671,245,625
1672,255,625
1673,265,625
1674,275,625
1675,285,625
1676,295,625
1677,305,625
1678,315,625
1679,325,625
1680,335,625
1681,345,625
1682,355,625
1683,365,625
1684,375,625
1685,385,625
1686,395,625
1687,405,625
1688,415,625
1689,425,625
1690,165,635
1691,175,635
1692,195,635
1693,235,635
1694,245,635
1695,255,635
1696,265,635
1697,275,635
1698,285,635
1699,295,635
1700,305,635
1701,315,635
1702,325,635
1703,335,635
1704,345,635
1705,355,635
1706,365,635
1707,375,635
1708,385,635
1709,395,635
1710,405,635
1711,415,635
1712,125,645
1713,135,645
1714,165,645
1715,175,645
1716,195,645
1717,225,645
1718,235,645
1719,245,645
1720,255,645
1721,265,645
1722,275,645
1723,285,645
1724,295,645
1725,305,645
1726,315,645
1727,325,645
1728,335,645
1729,345,645
1730,355,645
1731,365,645
1732,375,645
1733,385,645
1734,395,645
1735,405,645
1736,115,655
1737,125,655
1738,135,655
1739,145,655
1740,165,655
1741,175,655
1742,185,655
1743,215,655
1744,225,655
1745,235,655
1746,245,655
1747,255,655
1748,265,655
1749,275,655
1750,285,655
1751,295,655
1752,305,655
1753,315,655
1754,325,655
1755,335,655
1756,345,655
1757,355,655
1758,365,655
1759,375,655
1760,385,655
1761,395,655
1762,125,665
1763,135,665
1764,145,665
1765,155,665
1766,175,665
1767,185,665
1768,195,665
1769,205,665
1770,225,665
1771,235,665
1772,245,665
1773,255,665
1774,265,665
1775,275,665
1776,285,665
1777,295,665
1778,305,665
1779,315,665
1780,325,665
1781,335,665
1782,345,665
1783,355,665
1784,365,665
1785,375,665
1786,385,665
1787,135,675
1788,145,675
1789,155,675
1790,175,675
1791,185,675
1792,195,675
1793,205,675
1794,215,675
1795,225,675
1796,235,675
1797,245,675
1798,255,675
1799,265,675
1800,275,675
1801,285,675
1802,295,675
1803,305,675
1804,315,675
1805,325,675
1806,335,675
1807,345,675
1808,355,675
1809,365,675
1810,375,675
1811,135,685
1812,155,685
1813,175,685
1814,185,685
1815,195,685
1816,205,685
1817,215,685
1818,225,685
1819,235,685
1820,245,685
1821,255,685
1822,265,685
1823,275,685
1824,285,685
1825,295,685
1826,305,685
1827,315,685
1828,325,685
1829,355,685
1830,135,695
1831,165,695
1832,175,695
1833,185,695
1834,195,695
1835,205,695
1836,215,695
1837,225,695
1838,235,695
1839,245,695
1840,255,695
1841,265,695
1842,275,695
1843,285,695
1844,295,695
1845,305,695
1846,315,695
1847,325,695
1848,175,705
1849,185,705
1850,195,705
1851,205,705
1852,215,705
1853,225,705
1854,235,705
1855,245,705
1856,255,705
1857,265,705
1858,275,705
1859,285,705
1860,295,705
1861,305,705
1862,315,705
1863,325,705
1864,335,705
1865,345,705
1866,355,705
1867,135,715
1868,185,715
1869,195,715
1870,205,715
1871,215,715
1872,225,715
1873,235,715
1874,245,715
1875,255,715
1876,265,715
1877,275,715
1878,285,715
1879,295,715
1880,305,715
1881,315,715
1882,325,715
1883,335,715
1884,345,715
1885,355,715
1886,125,725
1887,135,725
1888,145,725
1889,155,725
1890,165,725
1891,185,725
1892,195,725
1893,205,725
1894,215,725
1895,225,725
1896,235,725
1897,245,725
1898,255,725
1899,265,725
1900,275,725
1901,285,725
1902,295,725
1903,305,725
1904,315,725
1905,325,725
1906,345,725
1907,95,735
1908,135,735
1909,145,735
1910,155,735
1911,165,735
1912,195,735
1913,205,735
1914,215,735
1915,225,735
1916,235,735
1917,245,735
1918,255,735
1919,265,735
1920,275,735
1921,285,735
1922,295,735
1923,305,735
1924,315,735
1925,325,735
1926,335,735
1927,345,735
1928,355,735
1929,95,745
1930,105,745
1931,135,745
1932,145,745
1933,155,745
1934,165,745
1935,175,745
1936,195,745
1937,205,745
1938,215,745
1939,225,745
1940,235,745
1941,245,745
1942,255,745
1943,265,745
1944,275,745
1945,285,745
1946,295,745
1947,305,745
1948,315,745
1949,325,745
1950,335,745
1951,345,745
1952,355,745
1953,365,745
1954,115,755
1955,135,755
1956,145,755
1957,155,755
1958,165,755
1959,175,755
1960,185,755
1961,205,755
1962,215,755
1963,225,755
1964,235,755
1965,245,755
1966,255,755
1967,265,755
1968,275,755
1969,285,755
1970,295,755
1971,305,755
1972,315,755
1973,325,755
1974,335,755
1975,345,755
1976,355,755
1977,365,755
1978,125,765
1979,145,765
1980,155,765
1981,165,765
1982,175,765
1983,185,765
1984,195,765
1985,205,765
1986,215,765
1987,225,765
1988,235,765
1989,245,765
1990,255,765
1991,265,765
1992,275,765
1993,285,765
1994,295,765
1995,305,765
1996,315,765
1997,325,765
1998,335,765
1999,345,765
2000,355,765
2001,365,765
2002,375,765
2003,165,775
2004,175,775
2005,185,775
2006,195,775
2007,205,775
2008,215,775
2009,225,775
2010,235,775
2011,245,775
2012,255,775
2013,265,775
2014,275,775
2015,285,775
2016,295,775
2017,305,775
2018,315,775
2019,325,775
2020,335,775
2021,345,775
2022,355,775
2023,365,775
2024,375,775
2025,385,775
2026,145,785
2027,165,785
2028,175,785
2029,185,785
2030,195,785
2031,205,785
2032,215,785
2033,225,785
2034,235,785
2035,245,785
2036,255,785
2037,265,785
2038,275,785
2039,285,785
2040,295,785
2041,305,785
2042,315,785
2043,325,785
2044,335,785
2045,345,785
2046,355,785
2047,365,785
2048,375,785
2049,385,785
2050,135,795
2051,175,795
2052,185,795
2053,195,795
2054,205,795
2055,215,795
2056,225,795
2057,235,795
2058,245,795
2059,255,795
2060,265,795
2061,275,795
2062,285,795
2063,295,795
2064,305,795
2065,315,795
2066,325,795
2067,335,795
2068,345,795
2069,355,795
2070,365,795
2071,375,795
2072,385,795
2073,125,805
2074,135,805
2075,155,805
2076,165,805
2077,175,805
2078,185,805
2079,195,805
2080,205,805
2081,215,805
2082,225,805
2083,235,805
2084,245,805
2085,255,805
2086,265,805
2087,275,805
2088,285,805
2089,295,805
2090,305,805
2091,315,805
2092,325,805
2093,335,805
2094,345,805
2095,355,805
2096,365,805
2097,375,805
2098,385,805
2099,395,805
2100,145,815
2101,155,815
2102,165,815
2103,185,815
2104,195,815
2105,205,815
2106,215,815
2107,225,815
2108,235,815
2109,245,815
2110,255,815
2111,265,815
2112,275,815
2113,285,815
2114,295,815
2115,305,815
2116,315,815
2117,325,815
2118,335,815
2119,345,815
2120,355,815
2121,365,815
2122,375,815
2123,385,815
2124,395,815
2125,135,825
2126,145,825
2127,155,825
2128,165,825
2129,175,825
2130,185,825
2131,195,825
2132,205,825
2133,215,825
2134,225,825
2135,235,825
2136,245,825
2137,255,825
2138,265,825
2139,275,825
