OBJECTID,id,x,y
451,451,-2.216418993502520,51.563201669913198
452,452,-2.072139910690910,51.563379041183801
453,453,-1.927860089309090,51.563379041183801
454,454,-1.783581006497480,51.563201669913198
455,455,-1.639304139348850,51.562846931600397
456,456,-1.495030964813090,51.562314834701901
457,457,-1.350762959601990,51.561605391901601
458,458,-1.206501600094040,51.560718620110002
459,459,-1.062248362239280,51.559654540462397
460,460,-0.918004721464281,51.558413178317601
461,461,-0.773772152577104,51.556994563255600
462,462,-0.629552129672471,51.555398729075499
463,463,-0.485346126036983,51.553625713792698
464,464,-0.341155614054487,51.551675559635697
465,465,-0.196982065111603,51.549548313042898
466,466,-0.052826949503401,51.547244024658802
467,467,0.091308263660743,51.544762749329998
468,468,0.235422106551086,51.542104546100703
469,469,0.379513112711258,51.539269478208098
470,470,0.523579817151772,51.536257613077296
471,471,0.667620756443296,51.533069022315900
472,472,0.811634468809662,51.529703781708101
474,474,-4.961454121077090,51.615965975058003
477,477,-4.239838370202350,51.631959643700199
478,478,-4.095440343294090,51.634626369592603
479,479,-3.951020799072030,51.637115601223400
480,480,-3.806581215436480,51.639427279172899
481,481,-3.662123071582390,51.641561348246000
482,482,-3.517647847904300,51.643517757476197
483,483,-3.373157025901070,51.645296460129899
484,484,-3.228652088080490,51.646897413710001
485,485,-3.084134517863680,51.648320579959403
486,486,-2.939605799489340,51.649565924863801
487,487,-2.795067417917910,51.650633418655097
488,488,-2.650520858735560,51.651523035813099
489,489,-2.505967608058090,51.652234755067902
490,490,-2.361409152434770,51.652768559401601
491,491,-2.216846978752080,51.653124436049303
492,492,-2.072282574137380,51.653302376500903
493,493,-1.927717425862620,51.653302376500903
494,494,-1.783153021247920,51.653124436049303
495,495,-1.638590847565230,51.652768559401601
496,496,-1.494032391941910,51.652234755067902
497,497,-1.349479141264440,51.651523035813099
498,498,-1.204932582082090,51.650633418655097
499,499,-1.060394200510660,51.649565924863801
500,500,-0.915865482136321,51.648320579959403
501,501,-0.771347911919507,51.646897413710001
502,502,-0.626842974098927,51.645296460129899
503,503,-0.482352152095699,51.643517757476197
504,504,-0.337876928417608,51.641561348246000
505,505,-0.193418784563524,51.639427279172899
506,506,-0.048979200927974,51.637115601223400
507,507,0.095440343294094,51.634626369592603
508,508,0.239838370202350,51.631959643700199
509,509,0.384213403285918,51.629115487184798
510,510,0.528563967517969,51.626093967899799
511,511,0.672888589450078,51.622895157907401
512,512,0.817185797306321,51.619519133472700
515,515,-5.111841629442470,51.702025962392902
516,516,-4.967319100432660,51.705768128447801
517,517,-4.822766010145570,51.709332679421600
518,518,-4.678183836782130,51.712719530123600
519,519,-4.533574060424900,51.715928599579698
520,520,-4.388938162943430,51.718959811039802
521,521,-4.244277627899390,51.721813091982902
522,522,-4.099593940451380,51.724488374124000
523,523,-3.954888587259420,51.726985593418902
524,524,-3.810163056389320,51.729304690069597
525,525,-3.665418837216680,51.731445608529498
526,526,-3.520657420330780,51.733408297507196
527,527,-3.375880297438200,51.735192709971102
528,528,-3.231088961266310,51.736798803153398
529,529,-3.086284905466510,51.738226538552802
530,530,-2.941469624517440,51.739475881938503
531,531,-2.796644613627910,51.740546803352203
532,532,-2.651811368639860,51.741439277110899
533,533,-2.506971385931040,51.742153281809202
534,534,-2.362126162317820,51.742688800320501
535,535,-2.217277194957710,51.743045819798603
536,536,-2.072425981251950,51.743224331678903
537,537,-1.927574018748050,51.743224331678903
538,538,-1.782722805042290,51.743045819798603
539,539,-1.637873837682180,51.742688800320501
540,540,-1.493028614068960,51.742153281809202
541,541,-1.348188631360140,51.741439277110899
542,542,-1.203355386372090,51.740546803352203
543,543,-1.058530375482560,51.739475881938503
544,544,-0.913715094533488,51.738226538552802
545,545,-0.768911038733693,51.736798803153398
546,546,-0.624119702561799,51.735192709971102
547,547,-0.479342579669223,51.733408297507196
548,548,-0.334581162783323,51.731445608529498
549,549,-0.189836943610683,51.729304690069597
550,550,-0.045111412740578,51.726985593418902
551,551,0.099593940451378,51.724488374124000
552,552,0.244277627899393,51.721813091982902
553,553,0.388938162943427,51.718959811039802
554,554,0.533574060424896,51.715928599579698
555,555,0.678183836782134,51.712719530123600
556,556,0.822766010145574,51.709332679421600
559,559,-5.118023204047920,51.791814257488703
560,560,-4.973214641333000,51.795568429036301
561,561,-4.828375306321780,51.799144417534798
562,562,-4.683506687360720,51.802542137250697
563,563,-4.538610274700020,51.805761506693798
564,564,-4.393687560397830,51.808802448624299
565,565,-4.248740038224340,51.811664890058900
566,566,-4.103769203565390,51.814348762276701
567,567,-3.958776553325940,51.816854000824698
568,568,-3.813763585833240,51.819180545523302
569,569,-3.668731800739760,51.821328340470998
570,570,-3.523682698925940,51.823297334048803
571,571,-3.378617782402650,51.825087478924701
572,572,-3.233538554213590,51.826698732057402
573,573,-3.088446518337380,51.828131054699703
574,574,-2.943343179589590,51.829384412402000
575,575,-2.798230043524610,51.830458775014300
576,576,-2.653108616337370,51.831354116689603
577,577,-2.507980404764980,51.832070415885497
578,578,-2.362846915988290,51.832607655365699
579,579,-2.217709657533340,51.832965822202198
580,580,-2.072570137172770,51.833144907775399
581,581,-1.927429862827230,51.833144907775399
582,582,-1.782290342466660,51.832965822202198
583,583,-1.637153084011710,51.832607655365699
584,584,-1.492019595235020,51.832070415885497
585,585,-1.346891383662630,51.831354116689603
586,586,-1.201769956475390,51.830458775014300
587,587,-1.056656820410410,51.829384412402000
588,588,-0.911553481662618,51.828131054699703
589,589,-0.766461445786407,51.826698732057402
590,590,-0.621382217597347,51.825087478924701
591,591,-0.476317301074065,51.823297334048803
592,592,-0.331268199260241,51.821328340470998
593,593,-0.186236414166765,51.819180545523302
594,594,-0.041223446674061,51.816854000824698
595,595,0.103769203565390,51.814348762276701
596,596,0.248740038224341,51.811664890058900
597,597,0.393687560397832,51.808802448624299
598,598,0.538610274700014,51.805761506693798
599,599,0.683506687360723,51.802542137250697
600,600,0.828375306321779,51.799144417534798
601,601,0.973214641333003,51.795568429036301
602,602,1.118023204047920,51.791814257488703
605,605,-5.269300638467220,51.877655762638298
606,606,-5.124237037574190,51.881600649901998
607,607,-4.979140954800820,51.885366874463202
608,608,-4.834013886711960,51.888954345777201
609,609,-4.688857331895080,51.892362977562698
610,610,-4.543672790863780,51.895592687809099
611,611,-4.398461765960930,51.898643398782603
612,612,-4.253225761261550,51.901515037033498
613,613,-4.107966282475390,51.904207533400999
614,614,-3.962684836849210,51.906720823020002
615,615,-3.817382933068820,51.909054845325699
616,616,-3.672062081160890,51.911209544058600
617,617,-3.526723792394540,51.913184867269301
618,618,-3.381369579182690,51.914980767322703
619,619,-3.236000954983220,51.916597200901798
620,620,-3.090619434200010,51.918034129011097
621,621,-2.945226532083780,51.919291516980103
622,622,-2.799823764632780,51.920369334465903
623,623,-2.654412648493350,51.921267555455699
624,624,-2.508994700860460,51.921986158268801
625,625,-2.363571439378020,51.922525125558799
626,626,-2.218144382039230,51.922884444314398
627,627,-2.072715047086800,51.923064105861002
628,628,-1.927284952913200,51.923064105861002
629,629,-1.781855617960770,51.922884444314398
630,630,-1.636428560621980,51.922525125558799
631,631,-1.491005299139540,51.921986158268801
632,632,-1.345587351506650,51.921267555455699
633,633,-1.200176235367220,51.920369334465903
634,634,-1.054773467916210,51.919291516980103
635,635,-0.909380565799986,51.918034129011097
636,636,-0.763999045016782,51.916597200901798
637,637,-0.618630420817312,51.914980767322703
638,638,-0.473276207605456,51.913184867269301
639,639,-0.327937918839109,51.911209544058600
640,640,-0.182617066931185,51.909054845325699
641,641,-0.037315163150793,51.906720823020002
642,642,0.107966282475392,51.904207533400999
643,643,0.253225761261551,51.901515037033498
644,644,0.398461765960926,51.898643398782603
645,645,0.543672790863777,51.895592687809099
646,646,0.688857331895079,51.892362977562698
647,647,0.834013886711958,51.888954345777201
648,648,0.979140954800821,51.885366874463202
649,649,1.124237037574190,51.881600649901998
650,650,1.269300638467220,51.877655762638298
653,653,-4.985098253859050,51.975163462349897
654,654,-4.839681954097880,51.978762462097997
655,655,-4.694235962903400,51.982182049320997
656,656,-4.548761791149520,51.985422141482701
657,657,-4.403260951561020,51.988482660351600
658,658,-4.257734958615260,51.991363532006901
659,659,-4.112185328443650,51.994064686844602
660,660,-3.966613578732750,51.996586059583301
661,661,-3.821021228625200,51.998927589269897
662,662,-3.675409798620350,52.001089219283799
663,663,-3.529780810474670,52.003070897342099
664,664,-3.384135787101970,52.004872575504102
665,665,-3.238476252473400,52.006494210174303
666,666,-3.092803731517300,52.007935762107103
667,667,-2.947119750018860,52.009197196409197
668,668,-2.801425834519640,52.010278482542702
669,669,-2.655723512217000,52.011179594327601
670,670,-2.510014310863410,52.011900509944098
671,671,-2.364299758665590,52.012441211934203
672,672,-2.218581384183690,52.012801687203002
673,673,-2.072860716230340,52.012981927020100
674,674,-1.927139283769660,52.012981927020100
675,675,-1.781418615816310,52.012801687203002
676,676,-1.635700241334410,52.012441211934203
677,677,-1.489985689136590,52.011900509944098
678,678,-1.344276487782990,52.011179594327601
679,679,-1.198574165480360,52.010278482542702
680,680,-1.052880249981140,52.009197196409197
681,681,-0.907196268482697,52.007935762107103
682,682,-0.761523747526598,52.006494210174303
683,683,-0.615864212898032,52.004872575504102
684,684,-0.470219189525333,52.003070897342099
685,685,-0.324590201379654,52.001089219283799
686,686,-0.178978771374803,51.998927589269897
687,687,-0.033386421267253,51.996586059583301
688,688,0.112185328443648,51.994064686844602
689,689,0.257734958615262,51.991363532006901
690,690,0.403260951561018,51.988482660351600
691,691,0.548761791149521,51.985422141482701
692,692,0.694235962903400,51.982182049320997
693,693,0.839681954097878,51.978762462097997
694,694,0.985098253859052,51.975163462349897
695,695,1.130483353261850,51.971385136910200
696,696,1.275835745427670,51.967427576903297
701,701,-4.699642774734130,52.071999350773702
702,702,-4.553877459523630,52.075249866261700
703,703,-4.408085290761970,52.078320232160500
704,704,-4.262267793427510,52.081210374074502
705,705,-4.116426494172200,52.083920221952098
706,706,-3.970562921221600,52.086449710092602
707,707,-3.824678604274570,52.088798777150501
708,708,-3.678775074402760,52.090967366141200
709,709,-3.532853863949850,52.092955424445499
710,710,-3.386916506430600,52.094762903813901
711,711,-3.240964536429600,52.096389760370599
712,712,-3.094999489500040,52.097835954617103
713,713,-2.949022902062080,52.099101451435402
714,714,-2.803036311301260,52.100186220091203
715,715,-2.657041255066710,52.101090234235699
716,716,-2.511039271769200,52.101813471908599
717,717,-2.365031900279220,52.102355915539398
718,718,-2.219020679824830,52.102717551948899
719,719,-2.073007149889610,52.102898372350403
720,720,-1.926992850110390,52.102898372350403
721,721,-1.780979320175170,52.102717551948899
722,722,-1.634968099720780,52.102355915539398
723,723,-1.488960728230800,52.101813471908599
724,724,-1.342958744933290,52.101090234235699
725,725,-1.196963688698740,52.100186220091203
726,726,-1.050977097937920,52.099101451435402
727,727,-0.905000510499962,52.097835954617103
728,728,-0.759035463570396,52.096389760370599
729,729,-0.613083493569404,52.094762903813901
730,730,-0.467146136050145,52.092955424445499
731,731,-0.321224925597243,52.090967366141200
732,732,-0.175321395725435,52.088798777150501
733,733,-0.029437078778403,52.086449710092602
734,734,0.116426494172199,52.083920221952098
735,735,0.262267793427507,52.081210374074502
736,736,0.408085290761970,52.078320232160500
737,737,0.553877459523629,52.075249866261700
