1,0,0,0
1,0,0,0
2,35.95,26.3,4.95
3,219.29,132.88,41.64
4,0.29,0.2,0.07
5,35.84,16.95,5.51
6,195.47,101.35,32.03
7,390.06,435.44,98.09
8,238.87,171.68,67.29
9,92.36,57.08,15.06
10,188.22,108.77,35.92
11,60.26,46.28,20.99
12,56.05,30.04,7.88
13,0.04,0.07,0
14,0,0,0
15,248.34,262.41,71.8
16,328.31,557.3,106.82
17,550.57,467.5,57.51
18,690.27,608.46,95.25
19,667.7,299.56,139.04
20,578.07,253.81,165.65
21,317.78,502.84,146.74
22,328.34,329.87,79.75
23,221.8,53.85,23.74
24,3.71,8.26,1.53
25,0.31,2.09,0.43
26,28.27,97.29,13.79
27,138.08,263.11,54.95
28,680.15,523.95,83.25
29,981.97,476.91,109.68
30,496.77,288.31,153.24
31,121.6,210.69,96.15
32,566.45,323.64,119.27
33,280.72,84.31,46.32
34,58.31,250.98,21.61
35,82.86,698.62,80.99
36,19.93,206.51,32.44
37,303.34,221.89,48.37
38,730.74,298.62,70.26
39,1055.56,454.49,95.18
40,994.09,651.81,102.26
41,1210.21,359.68,151.88
42,1553.24,363.22,131.98
43,465.68,120.65,55.74
44,10.93,113.83,10.72
45,21.2,192.66,21.73
46,270.52,337.16,56.11
47,827.16,583.32,136.69
48,914.54,559.26,103.37
49,1234.99,633.98,105.6
50,1353.33,226.53,64.2
51,1024.25,273.57,112.03
52,1459.75,354.11,105.65
53,17.39,4.73,1.81
54,0.07,0.77,0.6
55,6.82,47.49,126.27
56,10.62,45.3,109.49
57,228.81,333.98,163.56
58,831.83,742.82,139.65
59,782.88,667.41,103.5
60,1274.64,426.45,95.4
61,1608.31,121.9,45.33
62,1158.5,230.34,96.1
63,905.17,245.91,117.99
64,12.55,2.65,0.67
65,0,1.01,6.68
66,0.85,45.86,106.03
67,1.62,91.6,119.27
68,32.04,117.11,125.62
69,420.15,417.91,86.96
70,233.77,165.35,46.51
71,1417.33,197.11,145.58
72,1608.84,164.22,85.95
73,103.69,15,0.88
74,5.44,57.57,2.88
75,18.26,210.46,9.51
76,210.62,307.82,20.6
77,104.58,281.61,45.3
78,450.09,309.17,93.92
79,1467.73,178.46,88.3
80,912.99,60.92,31.48
81,13,115.8,10
82,8.05,229.85,14.42
83,674.53,419.56,68.07
84,1082.52,283.62,93.08
85,400.28,64.51,10.16
86,48.87,118.5,22.84
87,18.14,57.23,6.73
88,179.71,331.57,45.27
89,49.91,265.84,32.83
90,783.52,524.31,103.41
91,71.48,50.35,13.23
92,0.44,0.68,0.1
93,46.43,156.36,34.95
94,100.65,302.67,58.94
95,245.18,389.7,95.66
96,48.86,157.42,33.5
97,438.53,359.37,108.95
98,0,0.17,0.07
99,7.09,39.12,5.78
100,19.83,82.06,14.65
101,32.81,72.8,14.94
102,28.58,56.56,16.47
103,672.96,168.59,89.68
104,323.08,250.25,47.5
105,0.25,7.34,1.35
106,0.32,4.36,3.74
107,14.62,77.04,28.82
108,103,149.38,59.32
109,221.61,96.45,49.67
110,371.91,77.17,49.88
111,0,0.13,0.02
112,0.01,0.68,0
113,0.14,7.67,1.82
114,0.11,43.39,6.16
115,0,0,0.21
116,85.71,129.17,57.61
117,664.48,360.12,113.16
118,206.13,45.91,17.68
119,0.03,0.63,0
120,0.13,5.48,2.91
121,0.11,0.98,3.13
122,0.01,0.05,0.69
123,0.62,4.47,3.92
124,98.47,72.32,21.76
125,418.77,201.64,97.18
126,0.01,0.23,0.05
127,0.01,0.16,0.38
128,0.01,1.03,1.86
129,0.03,0.85,1.87
130,15.01,20.04,8.55
131,24.8,41.9,24.27
132,694.62,570.64,152.56
133,68.05,64.2,7.75
134,0,0,0
135,0.06,2.34,0.04
136,0.22,1.64,0.15
137,0,0.48,0.86
138,2.17,10.19,3.87
139,125.22,145.05,81.76
140,98.34,83.77,50.41
141,290.47,173.29,40.19
142,34.28,38.23,6.12
143,0,0,0
144,0,0,0
145,0.01,0.48,0.04
146,0,0.69,0.13
147,0,0.26,0.06
148,0.25,1.1,1.25
149,0.03,9.78,0.66
151,0,0,0
153,0,0.06,0.08
154,11.25,91.87,1.94
156,3.18,40.62,0.28
157,2.06,35.39,0.31
158,0.02,3.15,0.08
159,0.53,2.59,0
160,0,0,0
161,0.04,0.03,0
162,0.57,1.08,0
163,0.08,0.1,0
164,0.03,2.96,0
165,0.09,3.14,0
167,0,0,0
