id,x,y
1,75,-57
2,125,-57
3,175,-57
4,225,-57
5,275,-57
6,175,-7
7,225,-7
8,275,-7
9,325,-7
10,375,-7
11,425,-7
12,475,-7
13,525,-7
14,575,-7
15,225,43
16,275,43
17,325,43
18,375,43
19,425,43
20,475,43
21,525,43
22,575,43
23,625,43
24,175,93
25,225,93
26,275,93
27,325,93
28,375,93
29,425,93
30,475,93
31,525,93
32,575,93
33,625,93
34,175,143
35,225,143
36,275,143
37,325,143
38,375,143
39,425,143
40,475,143
41,525,143
42,575,143
43,625,143
44,225,193
45,275,193
46,325,193
47,375,193
48,425,193
49,475,193
50,525,193
51,575,193
52,625,193
53,675,193
54,175,243
55,225,243
56,275,243
57,325,243
58,375,243
59,425,243
60,475,243
61,525,243
62,575,243
63,625,243
64,675,243
65,175,293
66,225,293
67,275,293
68,325,293
69,375,293
70,425,293
71,475,293
72,525,293
73,575,293
74,225,343
75,275,343
76,325,343
77,375,343
78,425,343
79,475,343
80,525,343
81,325,393
82,375,393
83,425,393
84,475,393
85,525,393
86,225,443
87,275,443
88,325,443
89,375,443
90,425,443
91,475,443
92,175,493
93,225,493
94,275,493
95,325,493
96,375,493
97,425,493
98,125,543
99,175,543
100,225,543
101,275,543
102,325,543
103,375,543
104,425,543
105,125,593
106,175,593
107,225,593
108,275,593
109,325,593
110,375,593
111,425,593
112,75,643
113,125,643
114,175,643
115,225,643
116,275,643
117,325,643
118,375,643
119,75,693
120,125,693
121,175,693
122,225,693
123,275,693
124,325,693
125,375,693
126,75,743
127,125,743
128,175,743
129,225,743
130,275,743
131,325,743
132,375,743
133,425,743
134,25,793
135,75,793
136,125,793
137,175,793
138,225,793
139,275,793
140,325,793
141,375,793
142,425,793
143,25,843
144,75,843
145,125,843
146,175,843
147,225,843
148,275,843
149,325,843
150,125,893
151,175,893
152,225,893
153,275,893
154,325,893
155,375,893
156,325,943
157,375,943
158,325,993
159,375,993
160,425,993
161,375,1043
162,425,1043
163,475,1043
164,425,1093
165,475,1093
166,425,1143
167,475,1143
