id,country,region,county,district
1,-1,-1,-1,-1
2,0,7,42,88
3,0,7,42,88
4,0,7,42,88
5,0,7,49,289
6,0,7,42,88
7,0,7,42,88
8,0,7,49,356
9,0,7,49,109
10,0,7,51,357
11,0,6,75,171
12,0,6,75,171
13,-1,-1,-1,-1
14,0,6,60,352
15,0,7,49,337
16,0,7,49,214
17,0,7,136,298
18,0,7,51,215
19,0,6,70,366
20,0,6,70,65
21,0,6,165,165
22,0,6,60,352
23,0,6,77,272
24,3,8,127,275
25,3,8,2,2
26,3,8,109,236
27,3,8,100,223
28,0,7,167,366
29,0,7,167,366
30,0,6,108,296
31,0,2,67,40
32,0,6,77,189
33,0,6,77,52
34,3,8,127,275
35,3,8,131,279
36,3,8,131,279
37,3,8,112,239
38,0,7,66,91
39,0,6,108,89
40,0,6,17,11
41,0,1,72,57
42,0,1,61,34
43,0,1,147,327
44,3,8,128,276
45,3,8,128,276
46,3,8,112,239
47,0,9,171,274
48,0,9,161,313
49,0,0,103,99
50,0,1,22,167
51,0,1,147,108
52,0,1,147,200
53,0,1,147,350
54,1,-1,-1,-1
55,1,-1,-1,-1
56,3,8,68,145
57,1,-1,-1,-1
58,0,9,143,274
59,0,0,143,119
60,0,0,82,195
61,0,0,83,290
62,0,1,95,176
63,0,1,95,222
64,0,1,95,142
65,1,-1,-1,-1
66,1,-1,-1,-1
67,1,-1,-1,-1
68,1,-1,-1,-1
69,0,4,26,62
70,0,0,48,100
71,0,0,105,19
72,0,0,83,114
73,0,0,83,114
74,1,-1,-1,-1
75,1,-1,-1,-1
76,1,-1,-1,-1
77,0,4,80,249
78,0,10,81,182
79,0,10,59,118
80,0,10,59,118
81,0,4,46,292
82,0,4,102,93
83,0,10,102,153
84,0,10,102,262
85,0,10,59,118
86,2,5,53,104
87,2,5,53,104
88,0,4,46,4
89,0,4,46,122
90,0,3,43,90
91,0,10,102,265
92,2,5,53,104
93,2,5,53,104
94,2,5,53,104
95,2,5,53,104
96,0,3,104,228
97,0,3,104,228
98,2,5,4,7
99,2,5,4,7
100,2,5,137,284
101,2,5,139,293
102,2,5,122,266
103,2,5,122,266
104,0,3,104,228
105,2,5,4,7
106,2,5,4,7
107,2,5,4,7
108,2,5,144,310
109,2,5,63,132
110,2,5,122,266
111,0,3,104,228
112,2,5,4,7
113,2,5,4,7
114,2,5,4,7
115,2,5,4,7
116,2,5,110,237
117,2,5,110,237
118,2,5,3,6
119,-1,-1,-1,-1
120,2,5,4,7
121,2,5,73,162
122,2,5,73,162
123,2,5,110,237
124,2,5,3,6
125,2,5,1,1
126,2,5,93,207
127,2,5,73,162
128,2,5,73,162
129,2,5,73,162
130,2,5,73,162
131,2,5,92,206
132,2,5,1,1
133,2,5,1,1
134,-1,-1,-1,-1
135,2,5,93,207
136,2,5,73,162
137,2,5,73,162
138,2,5,73,162
139,2,5,73,162
140,2,5,92,206
141,2,5,1,1
142,2,5,1,1
143,-1,-1,-1,-1
144,-1,-1,-1,-1
145,2,5,93,207
146,2,5,93,207
147,2,5,73,162
148,2,5,73,162
149,2,5,73,162
150,2,5,93,207
151,2,5,93,207
152,2,5,73,162
153,2,5,73,162
154,2,5,73,162
155,-1,-1,-1,-1
156,2,5,107,233
157,2,5,107,233
158,-1,-1,-1,-1
159,-1,-1,-1,-1
160,-1,-1,-1,-1
161,-1,-1,-1,-1
162,2,5,125,273
163,2,5,125,273
164,2,5,125,273
165,2,5,125,273
166,-1,-1,-1,-1
167,2,5,125,273
