1,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,1.29,1.62,0.55
5,4.67,5,2.28
6,9.38,6.9,1.31
7,14.44,9.69,1.79
8,2,0.62,0.11
9,19.79,9.16,2.14
10,12.87,8.42,2.52
12,1.58,0.82,0.2
13,10.55,8.89,1.65
14,21.33,10.55,3.99
15,33.59,20.9,5.97
16,25.08,24.16,7.63
17,5.91,2.33,1.22
18,0.99,0.47,0.23
19,0.07,0.07,0.19
20,3.9,1.72,0.94
23,1.81,1.41,0.27
24,14,6.07,3.15
25,27,15.06,4.49
26,15.96,8.7,3.33
27,33,18.41,3.76
28,0.29,0.2,0.07
30,1.96,0.72,0.83
31,5.94,1.95,0.81
32,20.58,9.93,1.85
33,3.39,2.56,0.89
34,15.77,6.89,2.98
35,52.72,22.15,6.26
36,24.45,17.93,10.71
37,10.33,11.4,5.56
38,15.11,12.97,2.44
39,4.37,3.83,1.76
40,7.47,3.11,1.74
41,1.89,0.81,1.1
42,14.79,13.33,6.93
43,16.08,17.07,3.86
44,18.28,13.56,2.96
45,8.55,4.95,2.8
47,0.44,0.56,0.02
48,25.05,12.56,3.07
49,34.5,24.46,6.54
50,22.41,24.86,7.18
51,13.4,14.72,8.69
52,14.32,19.57,3.31
53,23.62,15.81,3.55
54,6.43,4.61,2.04
55,2.63,4.12,1.69
57,13.93,11.96,3.83
58,10.29,9.01,2.6
59,0.03,0.02,0.33
61,10.4,4.36,0.55
62,30.26,11.64,1.8
63,32.27,19.74,4.83
64,1.82,3.09,0.53
65,6.13,7.28,1.02
66,17.45,20.16,3.94
67,11.87,20.01,1.74
70,2,2.67,0.86
71,15.65,10.1,8
72,1.95,0.72,0.2
73,0.43,0.69,0
74,0.61,0.91,0.17
76,0.71,0.11,0.05
77,1.23,1.31,0.02
78,1.88,0.8,0.1
79,13.06,16.73,1.81
80,15.6,32.24,3.18
81,21.78,30.03,5.71
82,23.62,28.39,3.99
83,18.04,21.89,7.13
84,1.9,3.81,0.88
86,0.47,0.62,0.9
87,5.83,4.07,2.73
88,22.79,7.16,4.72
89,15.67,8.13,2.44
90,0.56,0.25,0.04
91,0.81,0.08,0.67
92,0.26,0.15,0.01
93,1.69,1.61,0.3
94,19.17,14.4,1.23
95,21.8,10.53,4.21
96,10.09,8.41,5.81
97,1.05,2.54,0.41
98,0,0,0.51
99,7.65,2.87,1.86
100,21.89,11.62,2.59
101,22.29,14.45,2.71
102,1.58,1,0.88
104,13.92,18.39,2.52
105,34.63,35.05,5.1
106,33.93,33.06,7.65
107,26.59,37.69,11.57
108,19.85,22.74,7.53
109,21.18,16.89,5.88
110,19.19,12.15,4.53
111,12.17,4.65,1.2
112,31.31,12.08,4.86
113,41.74,24.85,7.29
114,9.53,5.28,1.58
115,10.7,8.87,1.92
116,3.78,2.69,0.72
