id,from,to,distance
2381176,1439,2006,416.82
2381177,1439,2007,424.87
2381178,1439,2008,397.51
2381179,1439,2009,415.21
2381180,1439,2010,437.74
2381181,1439,2011,408.77
2381182,1439,2012,399.12
2381183,1439,2013,374.98
2381184,1439,2014,368.54
2381185,1439,2015,360.49
2381186,1439,2016,363.71
2381187,1439,2017,363.71
2381188,1439,2018,362.1
2381189,1439,2019,391.07
2381190,1439,2020,383.02
2381191,1439,2021,387.85
2381192,1439,2022,402.34
2381193,1439,2023,391.07
2381194,1439,2024,397.51
2381195,1439,2025,408.77
2381196,1439,2026,489.24
2381197,1439,2027,450.62
2381198,1439,2028,437.74
2381199,1439,2029,423.26
2381200,1439,2030,424.87
2381201,1439,2031,410.38
2381202,1439,2032,405.55
2381203,1439,2033,413.6
2381204,1439,2034,432.91
2381205,1439,2035,418.43
2381206,1439,2036,411.99
2381207,1439,2037,387.85
2381208,1439,2038,431.3
2381209,1439,2039,439.35
2381210,1439,2040,402.34
2381211,1439,2041,392.68
2381212,1439,2042,371.76
2381213,1439,2043,407.16
2381214,1439,2044,418.43
2381215,1439,2045,405.55
2381216,1439,2046,410.38
2381217,1439,2047,405.55
2381218,1439,2048,411.99
2381219,1439,2049,413.6
2381220,1439,2050,497.29
2381221,1439,2051,469.93
2381222,1439,2052,-999
2381223,1439,2053,439.35
2381224,1439,2054,428.09
2381225,1439,2055,449.01
2381226,1439,2056,432.91
2381227,1439,2057,455.44
2381228,1439,2058,418.43
2381229,1439,2059,407.16
2381230,1439,2060,402.34
2381231,1439,2061,420.04
2381232,1439,2062,429.69
2381233,1439,2063,439.35
2381234,1439,2064,-999
2381235,1439,2065,389.46
2381236,1439,2066,391.07
2381237,1439,2067,403.95
2381238,1439,2068,436.13
2381239,1439,2069,423.26
2381240,1439,2070,416.82
2381241,1439,2071,431.3
2381242,1439,2072,424.87
2381243,1439,2073,511.77
2381244,1439,2074,500.51
2381245,1439,2075,553.61
2381246,1439,2076,542.35
2381247,1439,2077,-999
2381248,1439,2078,-999
2381249,1439,2079,471.54
2381250,1439,2080,460.27
2381251,1439,2081,477.98
2381252,1439,2082,437.74
2381253,1439,2083,436.13
2381254,1439,2084,449.01
2381255,1439,2085,513.38
2381256,1439,2086,410.38
2381257,1439,2087,415.21
2381258,1439,2088,421.65
2381259,1439,2089,434.52
2381260,1439,2090,437.74
2381261,1439,2091,429.69
2381262,1439,2092,420.04
2381263,1439,2093,407.16
2381264,1439,2094,439.35
2381265,1439,2095,431.3
2381266,1439,2096,429.69
2381267,1439,2097,445.79
2381268,1439,2098,436.13
2381269,1439,2099,437.74
2381270,1439,2100,-999
2381271,1439,2101,543.96
2381272,1439,2102,531.08
2381273,1439,2103,508.55
2381274,1439,2104,479.58
2381275,1439,2105,468.32
2381276,1439,2106,461.88
2381277,1439,2107,461.88
2381278,1439,2108,460.27
2381279,1439,2109,505.33
2381280,1439,2110,502.12
2381281,1439,2111,473.15
2381282,1439,2112,466.71
2381283,1439,2113,442.57
2381284,1439,2114,437.74
2381285,1439,2115,453.84
2381286,1439,2116,476.37
2381287,1439,2117,420.04
2381288,1439,2118,421.65
2381289,1439,2119,452.23
2381290,1439,2120,442.57
2381291,1439,2121,444.18
2381292,1439,2122,455.44
2381293,1439,2123,452.23
2381294,1439,2124,450.62
2381295,1439,2125,568.1
2381296,1439,2126,568.1
2381297,1439,2127,535.91
2381298,1439,2128,524.65
2381299,1439,2129,513.38
2381300,1439,2130,500.51
2381301,1439,2131,494.07
2381302,1439,2132,516.6
2381303,1439,2133,545.57
2381304,1439,2134,535.91
2381305,1439,2135,529.47
2381306,1439,2136,506.94
2381307,1439,2137,494.07
2381308,1439,2138,479.58
2381309,1439,2139,457.05
2381310,1439,2140,444.18
2381311,1439,2141,444.18
2381312,1439,2142,452.23
2381313,1439,2143,474.76
2381314,1439,2144,487.63
2381315,1439,2145,476.37
2381316,1439,2146,463.49
2381317,1439,2147,453.84
2381318,1439,2148,457.05
2381319,1439,2149,463.49
2381320,1439,2150,460.27
2381321,1439,2151,458.66
2381322,1439,2152,568.1
2381323,1439,2153,555.22
2381324,1439,2154,552
2381325,1439,2155,511.77
2381326,1439,2156,511.77
2381327,1439,2157,579.36
2381328,1439,2158,-999
2381329,1439,2159,539.13
2381330,1439,2160,534.3
2381331,1439,2161,519.82
2381332,1439,2162,502.12
2381333,1439,2163,494.07
2381334,1439,2164,474.76
2381335,1439,2165,458.66
2381336,1439,2166,458.66
2381337,1439,2167,452.23
2381338,1439,2168,460.27
2381339,1439,2169,466.71
2381340,1439,2170,490.85
2381341,1439,2171,498.9
2381342,1439,2172,476.37
2381343,1439,2173,468.32
2381344,1439,2174,482.8
2381345,1439,2175,476.37
2381346,1439,2176,473.15
2381347,1439,2177,471.54
2381348,1439,2178,474.76
2381349,1439,2179,601.89
2381350,1439,2180,587.41
2381351,1439,2181,582.58
2381352,1439,2182,568.1
2381353,1439,2183,561.66
2381354,1439,2184,595.46
2381355,1439,2185,585.8
2381356,1439,2186,564.88
2381357,1439,2187,560.05
2381358,1439,2188,-999
2381359,1439,2189,-999
2381360,1439,2190,516.6
2381361,1439,2191,516.6
2381362,1439,2192,489.24
2381363,1439,2193,477.98
2381364,1439,2194,471.54
2381365,1439,2195,481.19
2381366,1439,2196,468.32
2381367,1439,2197,476.37
2381368,1439,2198,486.02
2381369,1439,2199,489.24
2381370,1439,2200,500.51
2381371,1439,2201,505.33
2381372,1439,2202,498.9
2381373,1439,2203,489.24
2381374,1439,2204,487.63
2381375,1439,2205,487.63
2381376,1439,2206,484.41
2381377,1439,2207,484.41
2381378,1439,2208,598.68
2381379,1439,2209,593.85
2381380,1439,2210,582.58
2381381,1439,2211,576.15
2381382,1439,2212,592.24
2381383,1439,2213,576.15
2381384,1439,2214,563.27
2381385,1439,2215,563.27
2381386,1439,2216,540.74
2381387,1439,2217,524.65
2381388,1439,2218,516.6
2381389,1439,2219,505.33
2381390,1439,2220,492.46
2381391,1439,2221,487.63
2381392,1439,2222,494.07
2381393,1439,2223,476.37
2381394,1439,2224,482.8
2381395,1439,2225,497.29
2381396,1439,2226,506.94
2381397,1439,2227,505.33
2381398,1439,2228,513.38
2381399,1439,2229,510.16
2381400,1439,2230,502.12
2381401,1439,2231,498.9
2381402,1439,2232,497.29
2381403,1439,2233,494.07
2381404,1439,2234,498.9
2381405,1439,2235,605.11
2381406,1439,2236,595.46
2381407,1439,2237,595.46
2381408,1439,2238,-999
2381409,1439,2239,561.66
2381410,1439,2240,555.22
2381411,1439,2241,-999
2381412,1439,2242,531.08
2381413,1439,2243,518.21
2381414,1439,2244,519.82
2381415,1439,2245,505.33
2381416,1439,2246,500.51
2381417,1439,2247,505.33
2381418,1439,2248,489.24
2381419,1439,2249,497.29
2381420,1439,2250,511.77
2381421,1439,2251,513.38
2381422,1439,2252,519.82
2381423,1439,2253,518.21
2381424,1439,2254,513.38
2381425,1439,2255,511.77
2381426,1439,2256,508.55
2381427,1439,2257,506.94
2381428,1439,2258,505.33
2381429,1439,2259,601.89
2381430,1439,2260,587.41
2381431,1439,2261,582.58
2381432,1439,2262,606.72
2381433,1439,2263,-999
2381434,1439,2264,552
2381435,1439,2265,539.13
2381436,1439,2266,531.08
2381437,1439,2267,516.6
2381438,1439,2268,529.47
2381439,1439,2269,510.16
2381440,1439,2270,518.21
2381441,1439,2271,529.47
2381442,1439,2272,598.68
2381443,1439,2273,598.68
2381444,1439,2274,592.24
2381445,1439,2275,568.1
2381446,1439,2276,553.61
2381447,1439,2277,555.22
2381448,1439,2278,540.74
2381449,1439,2279,534.3
2381450,1439,2280,524.65
2381451,1439,2281,523.04
2381452,1439,2282,532.69
2381453,1439,2283,534.3
2381454,1439,2284,597.07
2381455,1439,2285,580.97
2381456,1439,2286,577.75
2381457,1439,2287,568.1
2381458,1439,2288,568.1
2381459,1439,2289,564.88
2381460,1439,2290,550.4
2381461,1439,2291,542.35
2381462,1439,2292,537.52
2381463,1439,2293,545.57
2381464,1439,2294,584.19
2381465,1439,2295,606.72
2381466,1439,2296,579.36
2381467,1439,2297,576.15
2381468,1439,2298,568.1
2381469,1439,2299,556.83
2381470,1439,2300,553.61
2381471,1439,2301,564.88
2381472,1439,2302,563.27
2381473,1439,2303,564.88
2381474,1439,2304,597.07
2381475,1439,2305,-999
2381476,1439,2306,593.85
2381477,1439,2307,577.75
2381478,1439,2308,568.1
2381479,1439,2309,561.66
2381480,1439,2310,564.88
2381481,1439,2311,572.93
2381482,1439,2312,577.75
2381483,1439,2313,577.75
2381484,1439,2314,624.43
2381485,1439,2315,614.77
2381486,1439,2316,603.5
2381487,1439,2317,582.58
2381488,1439,2318,576.15
2381489,1439,2319,572.93
2381490,1439,2320,627.64
2381491,1439,2321,-999
2381492,1439,2322,595.46
2381493,1439,2323,592.24
2381494,1439,2324,605.11
2381495,1439,2325,635.69
2381496,1439,2326,621.21
2381497,1439,2327,621.21
2381498,1439,2328,592.24
2381499,1439,2329,593.85
2381500,1439,2330,585.8
2381501,1439,2331,593.85
2381502,1439,2332,609.94
2381503,1439,2333,601.89
2381504,1439,2334,629.25
2381505,1439,2335,619.6
2381506,1439,2336,611.55
2381507,1439,2337,617.99
2381508,1439,2338,621.21
2381509,1439,2339,606.72
2381510,1439,2340,606.72
2381511,1439,2341,601.89
2381512,1439,2342,626.03
2381513,1439,2343,597.07
2381514,1439,2344,605.11
2381515,1439,2345,627.64
2381516,1439,2346,624.43
2381517,1439,2347,648.57
2381518,1439,2348,642.13
2381519,1439,2349,629.25
2381520,1439,2350,632.47
2381521,1439,2351,621.21
2381522,1439,2352,629.25
2381523,1439,2353,635.69
2381524,1439,2354,619.6
2381525,1439,2355,624.43
2381526,1439,2356,661.44
2381527,1439,2357,648.57
2381528,1439,2358,661.44
2381529,1439,2359,653.39
2381530,1439,2360,635.69
2381531,1439,2361,642.13
2381532,1439,2362,643.74
2381533,1439,2363,-999
2381534,1439,2364,-999
2381535,1439,2365,624.43
2381536,1439,2366,622.82
2381537,1439,2367,629.25
2381538,1439,2368,637.3
2381539,1439,2369,638.91
2381540,1439,2370,653.39
2381541,1439,2371,645.35
2381542,1439,2372,648.57
2381543,1439,2373,656.61
2381544,1439,2374,663.05
2381545,1439,2375,666.27
2381546,1440,1441,28.32
2381547,1440,1442,40.23
2381548,1440,1443,46.51
2381549,1440,1444,54.72
2381550,1440,1445,63.89
2381551,1440,1446,76.93
2381552,1440,1447,85.78
2381553,1440,1448,100.1
2381554,1440,1449,121.34
2381555,1440,1450,124.72
2381556,1440,1451,140.33
2381557,1440,1452,152.89
2381558,1440,1453,162.54
2381559,1440,1454,177.03
2381560,1440,1455,185.07
2381561,1440,1456,60.99
2381562,1440,1457,44.9
2381563,1440,1458,33.15
2381564,1440,1459,23.82
2381565,1440,1460,16.9
2381566,1440,1461,30.26
2381567,1440,1462,40.07
2381568,1440,1463,51.66
2381569,1440,1464,72.1
2381570,1440,1465,81.92
2381571,1440,1466,95.6
2381572,1440,1467,103.96
2381573,1440,1468,114.26
2381574,1440,1469,138.24
2381575,1440,1470,147.42
2381576,1440,1471,152.73
2381577,1440,1472,164.15
2381578,1440,1473,220.48
2381579,1440,1474,60.67
2381580,1440,1475,53.75
2381581,1440,1476,45.71
2381582,1440,1477,27.04
2381583,1440,1478,26.72
2381584,1440,1479,33.64
2381585,1440,1480,43.45
2381586,1440,1481,65.5
2381587,1440,1482,82.08
2381588,1440,1483,87.55
2381589,1440,1484,113.3
2381590,1440,1485,114.91
2381591,1440,1486,117.48
2381592,1440,1487,141.78
2381593,1440,1488,154.82
2381594,1440,1489,209.21
2381595,1440,1490,207.61
2381596,1440,1491,162.54
2381597,1440,1492,155.46
2381598,1440,1493,59.55
2381599,1440,1494,51.66
2381600,1440,1495,42.33
2381601,1440,1496,45.06
2381602,1440,1497,46.83
2381603,1440,1498,46.35
2381604,1440,1499,60.83
2381605,1440,1500,79.18
2381606,1440,1501,88.84
2381607,1440,1502,99.3
2381608,1440,1503,126.98
2381609,1440,1504,128.43
2381610,1440,1505,149.99
2381611,1440,1506,159.33
2381612,1440,1507,226.92
2381613,1440,1508,215.65
2381614,1440,1509,214.04
2381615,1440,1510,199.56
2381616,1440,1511,202.78
2381617,1440,1512,164.15
2381618,1440,1513,153.85
2381619,1440,1514,149.35
2381620,1440,1515,140.17
2381621,1440,1516,132.45
2381622,1440,1517,69.68
2381623,1440,1518,58.58
2381624,1440,1519,69.04
2381625,1440,1520,54.07
2381626,1440,1521,56.65
2381627,1440,1522,66.79
2381628,1440,1523,72.1
2381629,1440,1524,79.82
2381630,1440,1525,120.86
2381631,1440,1526,130.03
2381632,1440,1527,140.01
2381633,1440,1528,152.57
2381634,1440,1529,160.77
2381635,1440,1530,230.14
2381636,1440,1531,220.48
2381637,1440,1532,206
2381638,1440,1533,196.34
2381639,1440,1534,186.68
2381640,1440,1535,173.81
2381641,1440,1536,149.03
2381642,1440,1537,137.92
2381643,1440,1538,128.91
2381644,1440,1539,120.22
2381645,1440,1540,106.22
2381646,1440,1541,90.77
2381647,1440,1542,79.02
2381648,1440,1543,66.63
2381649,1440,1544,70.01
2381650,1440,1545,71.45
2381651,1440,1546,78.05
2381652,1440,1547,89.96
2381653,1440,1548,99.94
2381654,1440,1549,111.53
2381655,1440,1550,122.47
2381656,1440,1551,135.51
2381657,1440,1552,144.68
2381658,1440,1553,173.81
2381659,1440,1554,239.79
2381660,1440,1555,231.75
2381661,1440,1556,210.82
2381662,1440,1557,199.56
2381663,1440,1558,197.95
2381664,1440,1559,160.13
2381665,1440,1560,153.21
2381666,1440,1561,135.18
2381667,1440,1562,123.6
2381668,1440,1563,113.62
2381669,1440,1564,99.94
2381670,1440,1565,91.73
2381671,1440,1566,82.72
2381672,1440,1567,82.4
2381673,1440,1568,79.02
2381674,1440,1569,85.13
2381675,1440,1570,90.45
2381676,1440,1571,99.3
2381677,1440,1572,110.56
2381678,1440,1573,113.62
2381679,1440,1574,131.16
2381680,1440,1575,142.11
2381681,1440,1576,150.15
2381682,1440,1577,160.61
2381683,1440,1578,228.53
2381684,1440,1579,217.26
2381685,1440,1580,210.82
2381686,1440,1581,173.81
2381687,1440,1582,162.54
2381688,1440,1583,154.01
2381689,1440,1584,136.79
2381690,1440,1585,128.91
2381691,1440,1586,116.68
2381692,1440,1587,106.38
2381693,1440,1588,100.42
2381694,1440,1589,96.72
2381695,1440,1590,87.87
2381696,1440,1591,92.05
2381697,1440,1592,95.76
2381698,1440,1593,128.75
2381699,1440,1594,130.2
2381700,1440,1595,123.11
2381701,1440,1596,129.87
2381702,1440,1597,130.68
2381703,1440,1598,165.76
2381704,1440,1599,160.61
2381705,1440,1600,220.48
2381706,1440,1601,217.26
2381707,1440,1602,222.09
2381708,1440,1603,196.34
2381709,1440,1604,168.98
2381710,1440,1605,158.04
2381711,1440,1606,139.85
2381712,1440,1607,134.06
2381713,1440,1608,123.76
2381714,1440,1609,115.39
2381715,1440,1610,112.17
2381716,1440,1611,121.67
2381717,1440,1612,98.65
2381718,1440,1613,107.5
2381719,1440,1614,105.25
2381720,1440,1615,122.63
2381721,1440,1616,137.12
2381722,1440,1617,137.28
2381723,1440,1618,143.39
2381724,1440,1619,145.48
2381725,1440,1620,170.59
2381726,1440,1621,175.42
2381727,1440,1622,209.21
2381728,1440,1623,196.34
2381729,1440,1624,188.29
2381730,1440,1625,186.68
2381731,1440,1626,180.25
2381732,1440,1627,150.63
2381733,1440,1628,141.78
2381734,1440,1629,155.46
2381735,1440,1630,121.67
2381736,1440,1631,129.55
2381737,1440,1632,128.59
2381738,1440,1633,140.66
2381739,1440,1634,118.61
2381740,1440,1635,112.98
2381741,1440,1636,130.84
2381742,1440,1637,145.81
2381743,1440,1638,160.45
2381744,1440,1639,156.11
2381745,1440,1640,155.46
2381746,1440,1641,181.86
2381747,1440,1642,183.47
2381748,1440,1643,434.52
2381749,1440,1644,442.57
2381750,1440,1645,231.75
2381751,1440,1646,220.48
2381752,1440,1647,210.82
2381753,1440,1648,180.25
2381754,1440,1649,165.76
2381755,1440,1650,158.04
2381756,1440,1651,154.66
2381757,1440,1652,143.88
2381758,1440,1653,132.93
2381759,1440,1654,134.06
2381760,1440,1655,140.82
2381761,1440,1656,136.15
2381762,1440,1657,125.37
2381763,1440,1658,131.64
2381764,1440,1659,131.81
2381765,1440,1660,145
2381766,1440,1661,168.98
2381767,1440,1662,209.21
2381768,1440,1663,196.34
2381769,1440,1664,194.73
2381770,1440,1665,196.34
2381771,1440,1666,424.87
2381772,1440,1667,432.91
2381773,1440,1668,431.3
2381774,1440,1669,428.09
2381775,1440,1670,217.26
2381776,1440,1671,207.61
2381777,1440,1672,196.34
2381778,1440,1673,185.07
2381779,1440,1674,175.42
2381780,1440,1675,159.97
2381781,1440,1676,151.76
2381782,1440,1677,154.98
2381783,1440,1678,155.14
2381784,1440,1679,152.4
2381785,1440,1680,160.29
2381786,1440,1681,139.05
2381787,1440,1682,137.92
2381788,1440,1683,144.04
2381789,1440,1684,154.98
2381790,1440,1685,168.98
2381791,1440,1686,214.04
2381792,1440,1687,209.21
2381793,1440,1688,204.39
2381794,1440,1689,204.39
2381795,1440,1690,407.16
2381796,1440,1691,421.65
2381797,1440,1692,418.43
2381798,1440,1693,251.06
2381799,1440,1694,212.43
2381800,1440,1695,206
2381801,1440,1696,191.51
2381802,1440,1697,178.64
2381803,1440,1698,162.54
2381804,1440,1699,165.76
2381805,1440,1700,165.76
2381806,1440,1701,159.97
2381807,1440,1702,180.25
2381808,1440,1703,172.2
2381809,1440,1704,151.44
2381810,1440,1705,153.85
2381811,1440,1706,158.04
2381812,1440,1707,159.49
2381813,1440,1708,172.2
2381814,1440,1709,183.47
2381815,1440,1710,223.7
2381816,1440,1711,218.87
2381817,1440,1712,461.88
2381818,1440,1713,453.84
2381819,1440,1714,403.95
2381820,1440,1715,403.95
2381821,1440,1716,397.51
2381822,1440,1717,255.89
2381823,1440,1718,241.4
2381824,1440,1719,234.96
2381825,1440,1720,220.48
2381826,1440,1721,196.34
2381827,1440,1722,183.47
2381828,1440,1723,177.03
2381829,1440,1724,175.42
2381830,1440,1725,173.81
2381831,1440,1726,170.59
2381832,1440,1727,178.64
2381833,1440,1728,178.64
2381834,1440,1729,164.15
2381835,1440,1730,165.76
2381836,1440,1731,172.2
2381837,1440,1732,172.2
2381838,1440,1733,175.42
2381839,1440,1734,186.68
2381840,1440,1735,226.92
2381841,1440,1736,460.27
2381842,1440,1737,449.01
2381843,1440,1738,442.57
2381844,1440,1739,468.32
2381845,1440,1740,392.68
2381846,1440,1741,384.63
2381847,1440,1742,384.63
2381848,1440,1743,263.93
2381849,1440,1744,246.23
2381850,1440,1745,236.57
2381851,1440,1746,226.92
2381852,1440,1747,210.82
