id,from,to,distance
1996426,1092,2079,704.89
1996427,1092,2080,695.24
1996428,1092,2081,711.33
1996429,1092,2082,671.1
1996430,1092,2083,669.49
1996431,1092,2084,683.97
1996432,1092,2085,709.72
1996433,1092,2086,606.72
1996434,1092,2087,609.94
1996435,1092,2088,616.38
1996436,1092,2089,629.25
1996437,1092,2090,634.08
1996438,1092,2091,626.03
1996439,1092,2092,616.38
1996440,1092,2093,603.5
1996441,1092,2094,634.08
1996442,1092,2095,627.64
1996443,1092,2096,626.03
1996444,1092,2097,640.52
1996445,1092,2098,630.86
1996446,1092,2099,632.47
1996447,1092,2100,-999
1996448,1092,2101,778.92
1996449,1092,2102,764.44
1996450,1092,2103,741.91
1996451,1092,2104,714.55
1996452,1092,2105,701.67
1996453,1092,2106,695.24
1996454,1092,2107,695.24
1996455,1092,2108,693.63
1996456,1092,2109,700.06
1996457,1092,2110,698.46
1996458,1092,2111,667.88
1996459,1092,2112,661.44
1996460,1092,2113,638.91
1996461,1092,2114,632.47
1996462,1092,2115,650.17
1996463,1092,2116,671.1
1996464,1092,2117,616.38
1996465,1092,2118,617.99
1996466,1092,2119,648.57
1996467,1092,2120,638.91
1996468,1092,2121,640.52
1996469,1092,2122,650.17
1996470,1092,2123,646.96
1996471,1092,2124,646.96
1996472,1092,2125,803.06
1996473,1092,2126,801.45
1996474,1092,2127,770.88
1996475,1092,2128,758
1996476,1092,2129,746.74
1996477,1092,2130,735.47
1996478,1092,2131,727.42
1996479,1092,2132,751.56
1996480,1092,2133,737.08
1996481,1092,2134,727.42
1996482,1092,2135,725.81
1996483,1092,2136,701.67
1996484,1092,2137,688.8
1996485,1092,2138,674.32
1996486,1092,2139,651.78
1996487,1092,2140,638.91
1996488,1092,2141,638.91
1996489,1092,2142,648.57
1996490,1092,2143,669.49
1996491,1092,2144,682.36
1996492,1092,2145,671.1
1996493,1092,2146,659.83
1996494,1092,2147,650.17
1996495,1092,2148,653.39
1996496,1092,2149,659.83
1996497,1092,2150,656.61
1996498,1092,2151,655
1996499,1092,2152,801.45
1996500,1092,2153,788.58
1996501,1092,2154,786.97
1996502,1092,2155,745.13
1996503,1092,2156,746.74
1996504,1092,2157,774.09
1996505,1092,2158,-999
1996506,1092,2159,735.47
1996507,1092,2160,729.03
1996508,1092,2161,716.16
1996509,1092,2162,698.46
1996510,1092,2163,690.41
1996511,1092,2164,671.1
1996512,1092,2165,655
1996513,1092,2166,653.39
1996514,1092,2167,646.96
1996515,1092,2168,655
1996516,1092,2169,661.44
1996517,1092,2170,685.58
1996518,1092,2171,695.24
1996519,1092,2172,672.71
1996520,1092,2173,664.66
1996521,1092,2174,677.53
1996522,1092,2175,672.71
1996523,1092,2176,667.88
1996524,1092,2177,667.88
1996525,1092,2178,671.1
1996526,1092,2179,835.25
1996527,1092,2180,820.77
1996528,1092,2181,815.94
1996529,1092,2182,801.45
1996530,1092,2183,795.02
1996531,1092,2184,790.19
1996532,1092,2185,780.53
1996533,1092,2186,759.61
1996534,1092,2187,754.78
1996535,1092,2188,-999
1996536,1092,2189,-999
1996537,1092,2190,712.94
1996538,1092,2191,711.33
1996539,1092,2192,685.58
1996540,1092,2193,674.32
1996541,1092,2194,667.88
1996542,1092,2195,675.92
1996543,1092,2196,663.05
1996544,1092,2197,671.1
1996545,1092,2198,680.75
1996546,1092,2199,683.97
1996547,1092,2200,695.24
1996548,1092,2201,700.06
1996549,1092,2202,693.63
1996550,1092,2203,683.97
1996551,1092,2204,682.36
