id,from,to,distance
1789801,940,1946,587.41
1789802,940,1947,593.85
1789803,940,1948,597.07
1789804,940,1949,603.5
1789805,940,1950,619.6
1789806,940,1951,619.6
1789807,940,1952,629.25
1789808,940,1953,634.08
1789809,940,1954,730.64
1789810,940,1955,809.5
1789811,940,1956,803.06
1789812,940,1957,782.14
1789813,940,1958,766.05
1789814,940,1959,748.34
1789815,940,1960,738.69
1789816,940,1961,655
1789817,940,1962,629.25
1789818,940,1963,617.99
1789819,940,1964,629.25
1789820,940,1965,672.71
1789821,940,1966,611.55
1789822,940,1967,619.6
1789823,940,1968,606.72
1789824,940,1969,616.38
1789825,940,1970,609.94
1789826,940,1971,611.55
1789827,940,1972,608.33
1789828,940,1973,611.55
1789829,940,1974,617.99
1789830,940,1975,629.25
1789831,940,1976,635.69
1789832,940,1977,645.35
1789833,940,1978,732.25
1789834,940,1979,774.09
1789835,940,1980,759.61
1789836,940,1981,738.69
1789837,940,1982,743.52
1789838,940,1983,743.52
1789839,940,1984,722.6
1789840,940,1985,650.17
1789841,940,1986,653.39
1789842,940,1987,656.61
1789843,940,1988,714.55
1789844,940,1989,672.71
1789845,940,1990,671.1
1789846,940,1991,643.74
1789847,940,1992,634.08
1789848,940,1993,621.21
1789849,940,1994,622.82
1789850,940,1995,621.21
1789851,940,1996,619.6
1789852,940,1997,624.43
1789853,940,1998,645.35
1789854,940,1999,643.74
1789855,940,2000,646.96
1789856,940,2001,653.39
1789857,940,2002,666.27
1789858,940,2003,-999
1789859,940,2004,729.03
1789860,940,2005,695.24
1789861,940,2006,687.19
1789862,940,2007,693.63
1789863,940,2008,666.27
1789864,940,2009,724.2
1789865,940,2010,708.11
1789866,940,2011,679.14
1789867,940,2012,667.88
1789868,940,2013,645.35
1789869,940,2014,638.91
1789870,940,2015,630.86
1789871,940,2016,634.08
1789872,940,2017,632.47
1789873,940,2018,630.86
1789874,940,2019,659.83
1789875,940,2020,653.39
1789876,940,2021,658.22
1789877,940,2022,672.71
1789878,940,2023,661.44
1789879,940,2024,666.27
1789880,940,2025,679.14
1789881,940,2026,758
1789882,940,2027,719.38
1789883,940,2028,706.5
1789884,940,2029,693.63
1789885,940,2030,695.24
1789886,940,2031,679.14
1789887,940,2032,675.92
1789888,940,2033,722.6
1789889,940,2034,703.28
1789890,940,2035,688.8
1789891,940,2036,682.36
1789892,940,2037,656.61
1789893,940,2038,700.06
1789894,940,2039,709.72
1789895,940,2040,672.71
1789896,940,2041,661.44
1789897,940,2042,642.13
1789898,940,2043,677.53
1789899,940,2044,687.19
1789900,940,2045,675.92
1789901,940,2046,680.75
1789902,940,2047,675.92
1789903,940,2048,682.36
1789904,940,2049,682.36
1789905,940,2050,767.66
1789906,940,2051,740.3
1789907,940,2052,-999
1789908,940,2053,709.72
1789909,940,2054,698.46
1789910,940,2055,758
1789911,940,2056,741.91
1789912,940,2057,724.2
1789913,940,2058,687.19
1789914,940,2059,677.53
1789915,940,2060,672.71
1789916,940,2061,688.8
1789917,940,2062,698.46
1789918,940,2063,709.72
1789919,940,2064,-999
1789920,940,2065,658.22
1789921,940,2066,661.44
1789922,940,2067,674.32
1789923,940,2068,706.5
1789924,940,2069,693.63
1789925,940,2070,687.19
1789926,940,2071,701.67
1789927,940,2072,693.63
1789928,940,2073,780.53
1789929,940,2074,770.88
1789930,940,2075,862.61
1789931,940,2076,851.34
1789932,940,2077,-999
1789933,940,2078,-999
1789934,940,2079,778.92
1789935,940,2080,769.27
1789936,940,2081,785.36
1789937,940,2082,745.13
1789938,940,2083,745.13
1789939,940,2084,758
1789940,940,2085,783.75
1789941,940,2086,680.75
1789942,940,2087,683.97
1789943,940,2088,690.41
1789944,940,2089,703.28
1789945,940,2090,706.5
1789946,940,2091,698.46
1789947,940,2092,688.8
1789948,940,2093,677.53
1789949,940,2094,708.11
1789950,940,2095,701.67
1789951,940,2096,700.06
1789952,940,2097,714.55
1789953,940,2098,704.89
1789954,940,2099,706.5
1789955,940,2100,-999
1789956,940,2101,852.95
1789957,940,2102,838.47
1789958,940,2103,815.94
1789959,940,2104,788.58
1789960,940,2105,775.7
1789961,940,2106,769.27
1789962,940,2107,769.27
1789963,940,2108,767.66
