1,0,0,0
1,0,0,0
2,49.72,42.71,7.14
3,240.81,147.47,48.43
4,1.41,0.72,0.4
5,41.47,19.13,6.39
6,199.44,103.41,32.25
7,425.47,500.2,113.42
8,270.44,240.09,90.59
9,116.51,80.79,22.59
10,230.98,163.24,49.71
11,74.75,68.68,31.88
12,62.16,38.86,11.47
13,0.04,0.07,0
14,0.8,5.69,0.21
15,260.11,280.51,75.55
16,332.55,629.44,118.02
17,622.88,559.88,87.38
18,774.97,713.56,124.8
19,712.9,345.11,162.29
20,686.22,364.19,257.83
21,390.31,667.71,220.6
22,454.03,608.66,192.39
23,242.73,67.57,31.98
24,8.94,16.42,3.51
25,5.6,22.33,2.31
26,29.11,102.42,15.75
27,142.95,275.48,59.26
28,739.45,599.56,99.55
29,1101.53,550.03,139.04
30,565.4,346.34,193.97
31,136.54,235.59,109.04
32,599.41,356.2,138.47
33,292.16,93.9,51.03
34,79.39,315.3,27.66
35,96.42,779.72,93.53
36,21.21,243.3,40.14
37,316.92,263.29,56.55
38,770.36,326.15,84.28
39,1175.71,553.65,120.84
40,1024.05,676.04,111.68
41,1223.97,366.94,156.17
42,1561.45,370.74,134.08
43,487.37,135.97,62.97
44,10.93,113.83,10.72
45,21.62,197.07,22
46,286.29,373.17,61.36
47,855.79,627.46,142.62
48,915.58,559.8,103.68
49,1234.99,633.98,105.6
50,1355.34,227.93,64.83
51,1024.69,274.83,112.25
52,1487.22,383.06,113.21
53,23.84,8.64,3.03
54,0.07,0.77,0.6
55,6.96,49.57,126.27
56,11.55,58.28,111.46
57,234.77,346.59,165.7
58,835.41,750.02,142.4
59,785.15,669.2,104.48
60,1275.1,426.7,95.53
61,1609.22,121.94,45.34
62,1165.73,233.68,99.28
63,941.43,286.14,121.85
64,13.4,3.14,0.68
65,0,1.01,6.68
66,0.85,45.94,106.03
67,1.62,91.6,119.27
68,32.04,117.11,125.62
69,421.6,426.06,88.66
70,239.8,373.02,62.63
71,1418.41,197.37,145.74
72,1625.35,166.17,87.4
73,103.69,15,0.88
74,5.44,57.57,2.88
75,18.26,210.46,9.51
76,211.18,308.88,20.77
77,106.89,347.36,58.79
78,452.81,324.19,96.15
79,1467.93,178.59,88.3
80,913.96,60.93,31.49
81,22.14,167.51,24.2
82,10.66,330.49,29.81
83,690.05,531.25,95.65
84,1123.38,314.18,121.06
85,400.28,64.51,10.16
86,49.6,120.51,23.56
87,18.14,57.23,6.73
88,197.13,398.88,58.68
89,51.89,299.78,37.74
90,786.24,538.03,105.31
91,96.36,80.57,20.73
92,0.46,0.71,0.15
93,48.78,166.26,39.28
94,108.79,323.79,70.49
95,251.85,398.74,97.68
96,51.03,195.01,39.55
97,441.51,368.57,111.99
98,0,0.17,0.07
99,7.39,42.61,6.18
100,20.08,83.23,14.82
101,32.81,72.99,15.31
102,29.75,58.96,17.49
103,675.68,171.82,90.44
104,329.11,259.53,48.41
105,0.25,7.37,1.75
106,0.33,5.48,4.93
107,16.66,104.44,45.31
108,104.09,152.47,60.03
109,223.58,98.77,50.34
110,371.93,77.71,49.89
111,0,0.13,0.02
112,0.01,0.68,0
113,0.14,8.76,1.82
114,0.12,44.78,6.46
115,0,0,0.21
116,85.85,131.81,59.99
117,665.98,364.24,114.48
118,206.13,45.91,17.68
119,0.03,0.63,0
120,0.13,5.48,2.91
121,0.11,1.07,3.28
122,0.01,0.05,0.69
123,0.62,4.6,4.46
124,98.72,72.7,21.98
125,421.04,202.74,97.25
126,0.01,0.23,0.05
127,0.01,0.16,0.38
128,0.08,1.25,2.66
129,0.04,1.08,2.58
130,16.42,26.64,13.46
131,24.88,42.67,25.82
132,696.08,572.93,154.11
133,68.05,64.2,7.75
134,0,0,0
135,0.06,2.34,0.04
136,0.22,1.64,0.15
137,0,0.48,0.86
138,2.17,10.19,3.87
139,127.21,150.03,87.9
140,98.6,84.9,51.4
141,291.46,175.79,41.1
142,34.28,38.23,6.12
143,0,0,0
144,0,0,0
145,0.01,0.48,0.04
146,0,0.69,0.13
147,0,0.26,0.06
148,0.34,1.7,1.25
149,0.05,10.4,0.7
151,0,0,0
153,0,0.06,0.08
154,11.92,106.12,2.28
156,4.16,49.26,0.29
157,2.27,45.74,0.32
158,0.02,3.16,0.08
159,0.53,2.59,0
160,0,0,0
161,0.04,0.03,0
162,0.57,1.08,0
163,0.08,0.1,0
164,0.03,2.96,0
165,0.09,3.14,0
167,0,0.3,0
