id,country,region,county,district
1129,0,6,77,10
1130,0,6,77,272
1131,0,6,77,272
1132,0,6,77,102
1133,0,6,77,102
1134,0,6,77,102
1135,-1,-1,-1,-1
1136,-1,-1,-1,-1
1137,0,7,49,214
1138,0,7,49,214
1139,0,7,49,214
1140,0,7,49,214
1141,0,7,49,214
1142,0,7,49,214
1143,0,7,49,214
1144,0,7,136,363
1145,0,7,136,363
1146,0,7,136,363
1147,0,7,136,363
1148,0,7,136,363
1149,0,7,136,363
1150,0,7,136,363
1151,0,7,136,267
1152,0,7,136,267
1153,0,7,136,267
1154,0,7,136,267
1155,0,7,136,267
1156,0,7,136,196
1157,0,7,136,196
1158,0,7,136,196
1159,0,7,136,196
1160,0,7,136,196
1161,0,7,136,196
1162,0,7,136,196
1163,0,7,167,366
1164,0,7,167,366
1165,0,7,167,366
1166,0,7,167,366
1167,0,7,167,366
1168,0,7,167,366
1169,0,7,167,366
1170,0,7,167,366
1171,0,6,70,328
1172,0,6,70,328
1173,0,6,70,328
1174,0,6,70,328
1175,0,6,70,18
1176,0,6,70,18
1177,0,6,70,18
1178,0,6,70,18
1179,0,6,70,18
1180,0,6,70,18
1181,0,6,70,155
1182,0,6,70,351
1183,0,6,149,351
1184,0,6,149,144
1185,0,6,149,144
1186,0,6,149,144
1187,0,6,149,144
1188,0,6,149,205
1189,0,6,149,205
1190,0,6,149,205
1191,0,6,149,246
1192,0,6,149,323
1193,0,6,149,323
1194,0,6,149,323
1195,0,6,77,270
1196,0,6,77,270
1197,0,6,77,334
1198,0,6,77,334
1199,0,6,77,334
1200,0,6,77,189
1201,0,6,77,189
1202,0,6,77,189
1203,0,6,77,189
1204,0,6,77,10
1205,0,6,77,10
1206,0,6,77,10
1207,0,6,77,10
1208,0,6,77,52
1209,0,6,77,272
1210,0,6,77,52
1211,0,6,77,102
1212,0,6,77,102
1213,0,6,77,102
1214,-1,-1,-1,-1
1215,0,7,49,214
1216,0,7,136,267
1217,0,7,136,267
1218,0,7,136,267
1219,0,7,136,267
1220,0,7,136,267
1221,0,7,136,196
1222,0,7,136,196
1223,0,7,136,196
1224,0,7,136,196
1225,0,7,136,196
1226,0,7,136,196
1227,0,7,136,196
1228,0,7,167,366
1229,0,7,167,366
1230,0,7,167,366
1231,0,7,167,366
1232,0,7,167,366
1233,0,7,167,366
1234,0,7,167,366
1235,0,7,167,366
1236,0,7,167,366
1237,0,7,167,366
1238,0,6,70,328
1239,0,6,70,18
1240,0,6,70,18
1241,0,6,70,18
1242,0,6,70,18
1243,0,6,70,18
1244,0,6,70,18
1245,0,6,70,18
1246,0,6,70,155
1247,0,6,70,155
1248,0,6,70,260
1249,0,6,149,144
1250,0,6,149,144
1251,0,6,149,144
1252,0,6,149,144
1253,0,6,149,144
1254,0,6,149,205
1255,0,6,149,205
1256,0,6,149,246
1257,0,6,149,323
1258,0,6,149,323
1259,0,6,149,323
1260,0,6,77,270
1261,0,6,77,270
1262,0,6,77,270
1263,0,6,77,334
1264,0,6,77,334
1265,0,6,77,189
1266,0,6,77,189
1267,0,6,77,189
1268,0,6,77,189
1269,0,6,77,189
1270,0,6,77,10
1271,0,6,77,10
1272,0,6,77,10
1273,0,6,77,52
1274,0,6,77,52
1275,0,6,77,52
1276,0,6,77,102
1277,0,6,77,102
1278,0,6,77,102
1279,0,7,136,267
1280,0,7,136,267
1281,0,7,100,223
1282,0,7,100,223
1283,0,7,136,267
1284,0,7,136,196
1285,0,7,6,20
1286,0,7,6,20
1287,0,7,6,20
1288,0,7,6,20
1289,0,7,6,20
1290,0,7,167,366
1291,0,7,167,366
1292,0,7,167,366
1293,0,7,167,366
1294,0,7,167,366
1295,0,7,167,366
1296,0,7,167,366
1297,0,7,167,366
1298,0,7,167,366
1299,0,7,167,366
1300,0,7,167,366
1301,0,6,70,328
1302,0,6,70,18
1303,0,6,70,18
1304,0,6,70,18
1305,0,6,70,18
1306,0,6,70,18
1307,0,6,70,18
1308,0,6,70,155
1309,0,6,70,155
1310,0,6,70,155
1311,0,6,70,260
1312,0,6,149,317
1313,0,6,149,370
1314,0,6,149,370
1315,0,6,149,144
1316,0,6,149,123
1317,0,6,149,205
1318,0,6,149,246
1319,0,6,149,246
1320,0,6,149,95
1321,0,6,149,323
1322,0,6,149,323
1323,0,6,77,270
1324,0,6,77,270
1325,0,6,77,270
1326,0,6,77,334
1327,0,6,77,334
1328,0,6,77,334
1329,0,6,77,189
1330,0,6,77,189
1331,0,6,77,189
1332,0,6,77,189
1333,0,6,77,319
1334,0,6,77,319
1335,0,6,77,319
1336,0,6,77,52
1337,0,6,77,52
1338,0,6,77,52
