1,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0.28,0.25,0.3
5,1.45,0.64,0.19
6,0,0,0
7,0,0,0
8,1.41,1.76,0.56
9,3.59,4.26,1.58
10,2.65,1.83,1.58
12,1.52,1.1,0.29
13,2.56,0.92,0.32
14,0.13,0.03,0.01
15,6.49,3.37,0.85
16,5.03,3.59,1.04
17,8.14,6.35,1.66
18,0.14,0.08,0.01
20,9.24,6.13,1.21
21,11.06,8.55,1.68
22,3.67,1.73,0.4
24,3.26,1.09,0.22
25,4.72,2.26,0.45
26,9.59,4,1
27,5.14,3.64,2.12
28,4.99,1.88,2.05
29,1.58,0.82,0.2
30,5.22,4.35,1.01
31,5.56,4.27,0.53
32,6.75,3.43,0.98
33,1.21,0.58,0.09
34,8.45,2.81,1.57
35,10.14,8.76,2.04
36,9.19,8.42,2.23
37,7.35,5.27,2.28
38,0.16,0.03,0.11
39,0.84,0.09,0.24
41,0.11,0.01,0.05
42,0.48,0.98,0.11
43,5.42,5.36,2.6
44,10.02,2.6,0.63
45,11.3,4.91,1.56
46,7.19,6.45,1.57
47,8.37,9.14,1.72
48,6.98,5.55,3.86
49,2.68,0.89,1.07
50,6.17,2.59,0.65
51,1.36,0.82,0.38
52,1.43,0.39,0.46
53,3.34,1.21,0.69
54,3.17,1.49,0.99
57,0.29,0.43,0.07
58,1.95,1.17,0.24
59,6.97,4.55,1.72
60,4.34,2.08,1.26
61,4.5,3.27,1.04
62,4.82,3.36,1.37
63,4.14,1.9,1.4
64,7.56,2.81,2.73
65,13.04,6.49,1.2
66,3.78,2.79,0.92
67,0.38,0.42,0.06
68,0.03,0,0
69,1.88,0.68,0.16
70,4.24,2.4,0.45
71,6.56,2.46,0.53
72,2.48,1.19,0.27
73,0.03,0.05,0.04
74,5.71,1.24,0.8
75,10.58,5.67,1.44
76,10.04,4.52,1.25
77,6.37,2.84,1.3
78,9.32,5.13,1.75
79,11.74,6.73,1.62
80,11.57,6.31,1.53
81,0.96,0.76,0.76
82,0.56,0.07,0.26
83,0.36,0.15,0.16
84,2.43,0.63,0.8
85,1.77,1.17,0.75
86,3.85,1.48,1.56
87,3.59,1.1,0.19
88,2.8,1.65,0.39
89,8.81,4.49,0.52
90,2.22,2.41,1.12
91,0.39,0.42,0.15
92,3.59,1.93,0.75
93,11.02,4.42,2.31
94,13.45,4.47,1.65
95,12.77,4.6,2.89
96,11.55,6.78,3.59
97,7.47,5.91,2.32
98,2.64,2.11,1.48
99,1.32,1.34,0.68
100,2.91,1.69,0.87
101,5.38,4.06,0.8
102,2.47,1.88,1.14
104,2.08,0.35,0.29
105,1.38,1.32,0.77
106,0.43,0.41,0.55
107,5.15,3.45,1.24
108,10.43,5.39,2.64
109,4.36,4.03,1.09
110,6.97,6.69,0.94
111,7.37,4.32,2
