id,x,y
490,447.5,20.5
491,452.5,20.5
492,457.5,20.5
493,462.5,20.5
494,467.5,20.5
495,472.5,20.5
496,477.5,20.5
497,482.5,20.5
498,487.5,20.5
499,492.5,20.5
500,497.5,20.5
501,502.5,20.5
502,507.5,20.5
503,512.5,20.5
504,517.5,20.5
505,522.5,20.5
506,527.5,20.5
507,532.5,20.5
508,537.5,20.5
509,542.5,20.5
510,547.5,20.5
511,552.5,20.5
512,557.5,20.5
513,562.5,20.5
514,567.5,20.5
515,217.5,25.5
516,222.5,25.5
517,227.5,25.5
518,232.5,25.5
519,237.5,25.5
520,242.5,25.5
521,247.5,25.5
522,252.5,25.5
523,257.5,25.5
524,262.5,25.5
525,267.5,25.5
526,272.5,25.5
527,277.5,25.5
528,282.5,25.5
529,287.5,25.5
530,292.5,25.5
531,297.5,25.5
532,302.5,25.5
533,307.5,25.5
534,312.5,25.5
535,317.5,25.5
536,322.5,25.5
537,327.5,25.5
538,332.5,25.5
539,337.5,25.5
540,342.5,25.5
541,347.5,25.5
542,352.5,25.5
543,357.5,25.5
544,362.5,25.5
545,367.5,25.5
546,372.5,25.5
547,377.5,25.5
548,382.5,25.5
549,387.5,25.5
550,392.5,25.5
551,397.5,25.5
552,402.5,25.5
553,407.5,25.5
554,412.5,25.5
555,417.5,25.5
556,422.5,25.5
557,427.5,25.5
558,432.5,25.5
559,437.5,25.5
560,442.5,25.5
561,447.5,25.5
562,452.5,25.5
563,457.5,25.5
564,462.5,25.5
565,467.5,25.5
566,472.5,25.5
567,477.5,25.5
568,482.5,25.5
569,487.5,25.5
570,492.5,25.5
571,497.5,25.5
572,502.5,25.5
573,507.5,25.5
574,512.5,25.5
575,517.5,25.5
576,522.5,25.5
577,527.5,25.5
578,532.5,25.5
579,537.5,25.5
580,542.5,25.5
581,547.5,25.5
582,552.5,25.5
583,557.5,25.5
584,562.5,25.5
585,567.5,25.5
586,572.5,25.5
587,577.5,25.5
588,582.5,25.5
589,217.5,30.5
590,222.5,30.5
591,227.5,30.5
592,232.5,30.5
593,237.5,30.5
594,242.5,30.5
595,247.5,30.5
596,252.5,30.5
597,257.5,30.5
598,262.5,30.5
599,267.5,30.5
600,272.5,30.5
601,277.5,30.5
602,282.5,30.5
603,287.5,30.5
604,292.5,30.5
605,297.5,30.5
606,302.5,30.5
607,307.5,30.5
608,312.5,30.5
609,317.5,30.5
610,322.5,30.5
611,327.5,30.5
612,332.5,30.5
613,337.5,30.5
614,342.5,30.5
615,347.5,30.5
616,352.5,30.5
617,357.5,30.5
618,362.5,30.5
619,367.5,30.5
620,372.5,30.5
621,377.5,30.5
622,382.5,30.5
623,387.5,30.5
624,392.5,30.5
625,397.5,30.5
626,402.5,30.5
627,407.5,30.5
628,412.5,30.5
629,417.5,30.5
630,422.5,30.5
631,427.5,30.5
632,432.5,30.5
633,437.5,30.5
634,442.5,30.5
635,447.5,30.5
636,452.5,30.5
637,457.5,30.5
638,462.5,30.5
639,467.5,30.5
640,472.5,30.5
641,477.5,30.5
642,482.5,30.5
643,487.5,30.5
644,492.5,30.5
645,497.5,30.5
646,502.5,30.5
647,507.5,30.5
648,512.5,30.5
649,517.5,30.5
650,522.5,30.5
651,527.5,30.5
652,532.5,30.5
653,537.5,30.5
654,542.5,30.5
655,547.5,30.5
656,552.5,30.5
657,557.5,30.5
658,562.5,30.5
659,567.5,30.5
660,572.5,30.5
661,577.5,30.5
662,582.5,30.5
663,587.5,30.5
664,222.5,35.5
665,227.5,35.5
666,232.5,35.5
667,237.5,35.5
668,242.5,35.5
669,247.5,35.5
670,252.5,35.5
671,257.5,35.5
672,262.5,35.5
673,267.5,35.5
674,272.5,35.5
675,277.5,35.5
676,282.5,35.5
677,287.5,35.5
678,292.5,35.5
679,297.5,35.5
680,302.5,35.5
681,307.5,35.5
682,312.5,35.5
683,317.5,35.5
684,322.5,35.5
685,327.5,35.5
686,332.5,35.5
687,337.5,35.5
688,342.5,35.5
689,347.5,35.5
690,352.5,35.5
691,357.5,35.5
692,362.5,35.5
693,367.5,35.5
694,372.5,35.5
695,377.5,35.5
696,382.5,35.5
697,387.5,35.5
698,392.5,35.5
699,397.5,35.5
700,402.5,35.5
701,407.5,35.5
702,412.5,35.5
703,417.5,35.5
704,422.5,35.5
705,427.5,35.5
706,432.5,35.5
707,437.5,35.5
708,442.5,35.5
709,447.5,35.5
710,452.5,35.5
711,457.5,35.5
712,462.5,35.5
713,467.5,35.5
714,472.5,35.5
715,477.5,35.5
716,482.5,35.5
717,487.5,35.5
718,492.5,35.5
719,497.5,35.5
720,502.5,35.5
721,507.5,35.5
722,512.5,35.5
723,517.5,35.5
724,522.5,35.5
725,527.5,35.5
726,532.5,35.5
727,537.5,35.5
728,542.5,35.5
729,547.5,35.5
730,552.5,35.5
731,557.5,35.5
732,562.5,35.5
733,567.5,35.5
734,572.5,35.5
735,577.5,35.5
736,582.5,35.5
737,587.5,35.5
738,592.5,35.5
739,597.5,35.5
740,602.5,35.5
741,607.5,35.5
742,222.5,40.5
743,227.5,40.5
744,232.5,40.5
745,237.5,40.5
746,242.5,40.5
747,247.5,40.5
748,252.5,40.5
749,257.5,40.5
750,262.5,40.5
751,267.5,40.5
752,272.5,40.5
753,277.5,40.5
754,282.5,40.5
755,287.5,40.5
756,292.5,40.5
757,297.5,40.5
758,302.5,40.5
759,307.5,40.5
760,312.5,40.5
761,317.5,40.5
762,322.5,40.5
763,327.5,40.5
764,332.5,40.5
765,337.5,40.5
766,342.5,40.5
767,347.5,40.5
768,352.5,40.5
769,357.5,40.5
770,362.5,40.5
771,367.5,40.5
772,372.5,40.5
773,377.5,40.5
774,382.5,40.5
775,387.5,40.5
776,392.5,40.5
777,397.5,40.5
778,402.5,40.5
779,407.5,40.5
780,412.5,40.5
781,417.5,40.5
782,422.5,40.5
783,427.5,40.5
784,432.5,40.5
785,437.5,40.5
786,442.5,40.5
787,447.5,40.5
788,452.5,40.5
789,457.5,40.5
790,462.5,40.5
791,467.5,40.5
792,472.5,40.5
793,477.5,40.5
794,482.5,40.5
795,487.5,40.5
796,492.5,40.5
797,497.5,40.5
798,502.5,40.5
799,507.5,40.5
800,512.5,40.5
801,517.5,40.5
802,522.5,40.5
803,527.5,40.5
804,532.5,40.5
805,537.5,40.5
806,542.5,40.5
807,547.5,40.5
808,552.5,40.5
809,557.5,40.5
810,562.5,40.5
811,567.5,40.5
812,572.5,40.5
813,577.5,40.5
814,582.5,40.5
815,587.5,40.5
816,592.5,40.5
817,597.5,40.5
818,602.5,40.5
819,607.5,40.5
820,222.5,45.5
821,227.5,45.5
822,232.5,45.5
823,237.5,45.5
824,242.5,45.5
825,247.5,45.5
826,252.5,45.5
827,257.5,45.5
828,262.5,45.5
829,267.5,45.5
830,272.5,45.5
831,277.5,45.5
832,282.5,45.5
833,287.5,45.5
834,292.5,45.5
835,297.5,45.5
836,302.5,45.5
837,307.5,45.5
838,312.5,45.5
839,317.5,45.5
840,322.5,45.5
841,327.5,45.5
842,332.5,45.5
843,337.5,45.5
844,342.5,45.5
845,347.5,45.5
846,352.5,45.5
847,357.5,45.5
848,362.5,45.5
849,367.5,45.5
850,372.5,45.5
851,377.5,45.5
852,382.5,45.5
853,387.5,45.5
854,392.5,45.5
855,397.5,45.5
856,402.5,45.5
857,407.5,45.5
858,412.5,45.5
859,417.5,45.5
860,422.5,45.5
861,427.5,45.5
862,432.5,45.5
863,437.5,45.5
864,442.5,45.5
865,447.5,45.5
866,452.5,45.5
867,457.5,45.5
868,462.5,45.5
869,467.5,45.5
870,472.5,45.5
871,477.5,45.5
872,482.5,45.5
873,487.5,45.5
874,492.5,45.5
875,497.5,45.5
876,502.5,45.5
877,507.5,45.5
878,512.5,45.5
879,517.5,45.5
880,522.5,45.5
881,527.5,45.5
882,532.5,45.5
883,537.5,45.5
884,542.5,45.5
885,547.5,45.5
886,552.5,45.5
887,557.5,45.5
888,562.5,45.5
889,567.5,45.5
890,572.5,45.5
891,577.5,45.5
892,582.5,45.5
893,587.5,45.5
894,592.5,45.5
895,597.5,45.5
896,602.5,45.5
897,607.5,45.5
898,612.5,45.5
899,242.5,50.5
900,247.5,50.5
901,252.5,50.5
902,257.5,50.5
903,262.5,50.5
904,267.5,50.5
905,272.5,50.5
906,277.5,50.5
907,282.5,50.5
908,287.5,50.5
909,292.5,50.5
910,297.5,50.5
911,302.5,50.5
912,307.5,50.5
913,312.5,50.5
914,317.5,50.5
915,322.5,50.5
916,327.5,50.5
917,332.5,50.5
918,337.5,50.5
919,342.5,50.5
920,347.5,50.5
921,352.5,50.5
922,357.5,50.5
923,362.5,50.5
924,367.5,50.5
925,372.5,50.5
926,377.5,50.5
927,382.5,50.5
928,387.5,50.5
929,392.5,50.5
930,397.5,50.5
931,402.5,50.5
932,407.5,50.5
933,412.5,50.5
934,417.5,50.5
935,422.5,50.5
936,427.5,50.5
937,432.5,50.5
938,437.5,50.5
939,442.5,50.5
940,447.5,50.5
941,452.5,50.5
942,457.5,50.5
943,462.5,50.5
944,467.5,50.5
945,472.5,50.5
946,477.5,50.5
947,482.5,50.5
948,487.5,50.5
949,492.5,50.5
950,497.5,50.5
951,502.5,50.5
952,507.5,50.5
953,512.5,50.5
954,517.5,50.5
955,522.5,50.5
956,527.5,50.5
957,532.5,50.5
958,537.5,50.5
959,542.5,50.5
960,547.5,50.5
961,552.5,50.5
962,557.5,50.5
963,562.5,50.5
964,567.5,50.5
965,572.5,50.5
966,577.5,50.5
967,582.5,50.5
968,587.5,50.5
969,592.5,50.5
970,597.5,50.5
971,602.5,50.5
972,607.5,50.5
973,612.5,50.5
974,617.5,50.5
975,242.5,55.5
976,247.5,55.5
977,252.5,55.5
978,257.5,55.5
979,262.5,55.5
980,267.5,55.5
981,272.5,55.5
982,277.5,55.5
983,282.5,55.5
984,287.5,55.5
985,292.5,55.5
986,297.5,55.5
987,302.5,55.5
988,307.5,55.5
989,312.5,55.5
990,317.5,55.5
991,322.5,55.5
992,327.5,55.5
993,332.5,55.5
994,337.5,55.5
995,342.5,55.5
996,347.5,55.5
997,352.5,55.5
998,357.5,55.5
999,362.5,55.5
1000,367.5,55.5
1001,372.5,55.5
1002,377.5,55.5
1003,382.5,55.5
1004,387.5,55.5
1005,392.5,55.5
1006,397.5,55.5
1007,402.5,55.5
1008,407.5,55.5
1009,412.5,55.5
1010,417.5,55.5
1011,422.5,55.5
1012,427.5,55.5
1013,432.5,55.5
1014,437.5,55.5
1015,442.5,55.5
1016,447.5,55.5
1017,452.5,55.5
1018,457.5,55.5
1019,462.5,55.5
1020,467.5,55.5
1021,472.5,55.5
1022,477.5,55.5
1023,482.5,55.5
1024,487.5,55.5
1025,492.5,55.5
1026,497.5,55.5
1027,502.5,55.5
1028,507.5,55.5
1029,512.5,55.5
1030,517.5,55.5
1031,522.5,55.5
1032,527.5,55.5
1033,532.5,55.5
1034,537.5,55.5
1035,542.5,55.5
1036,547.5,55.5
1037,552.5,55.5
1038,557.5,55.5
1039,562.5,55.5
1040,567.5,55.5
1041,572.5,55.5
1042,577.5,55.5
1043,582.5,55.5
1044,587.5,55.5
1045,592.5,55.5
1046,597.5,55.5
1047,602.5,55.5
1048,607.5,55.5
1049,612.5,55.5
1050,617.5,55.5
1051,622.5,55.5
1052,627.5,55.5
1053,632.5,55.5
1054,212.5,60.5
1055,242.5,60.5
1056,247.5,60.5
1057,252.5,60.5
1058,257.5,60.5
1059,262.5,60.5
1060,267.5,60.5
1061,272.5,60.5
1062,277.5,60.5
1063,282.5,60.5
1064,287.5,60.5
1065,292.5,60.5
1066,297.5,60.5
1067,302.5,60.5
1068,307.5,60.5
1069,312.5,60.5
1070,317.5,60.5
1071,322.5,60.5
1072,327.5,60.5
1073,332.5,60.5
1074,337.5,60.5
1075,342.5,60.5
1076,347.5,60.5
1077,352.5,60.5
1078,357.5,60.5
1079,362.5,60.5
1080,367.5,60.5
1081,372.5,60.5
1082,377.5,60.5
1083,382.5,60.5
1084,387.5,60.5
1085,392.5,60.5
1086,397.5,60.5
1087,402.5,60.5
1088,407.5,60.5
1089,412.5,60.5
1090,417.5,60.5
1091,422.5,60.5
1092,427.5,60.5
1093,432.5,60.5
1094,437.5,60.5
1095,442.5,60.5
1096,447.5,60.5
1097,452.5,60.5
1098,457.5,60.5
1099,462.5,60.5
1100,467.5,60.5
1101,472.5,60.5
1102,477.5,60.5
1103,482.5,60.5
1104,487.5,60.5
1105,492.5,60.5
1106,497.5,60.5
1107,502.5,60.5
1108,507.5,60.5
1109,512.5,60.5
1110,517.5,60.5
1111,522.5,60.5
1112,527.5,60.5
1113,532.5,60.5
1114,537.5,60.5
1115,542.5,60.5
1116,547.5,60.5
1117,552.5,60.5
1118,557.5,60.5
1119,562.5,60.5
1120,567.5,60.5
1121,572.5,60.5
1122,577.5,60.5
1123,582.5,60.5
1124,587.5,60.5
1125,592.5,60.5
1126,597.5,60.5
1127,602.5,60.5
1128,607.5,60.5
1129,612.5,60.5
1130,617.5,60.5
1131,622.5,60.5
1132,627.5,60.5
1133,632.5,60.5
1134,637.5,60.5
1135,212.5,65.5
1136,242.5,65.5
1137,247.5,65.5
1138,252.5,65.5
1139,257.5,65.5
1140,262.5,65.5
1141,267.5,65.5
1142,272.5,65.5
1143,277.5,65.5
1144,282.5,65.5
1145,287.5,65.5
1146,292.5,65.5
1147,297.5,65.5
1148,302.5,65.5
1149,317.5,65.5
1150,322.5,65.5
1151,327.5,65.5
1152,332.5,65.5
1153,337.5,65.5
1154,342.5,65.5
1155,347.5,65.5
1156,352.5,65.5
1157,357.5,65.5
1158,362.5,65.5
1159,367.5,65.5
1160,372.5,65.5
1161,377.5,65.5
1162,382.5,65.5
1163,387.5,65.5
1164,392.5,65.5
1165,397.5,65.5
1166,402.5,65.5
1167,407.5,65.5
1168,412.5,65.5
1169,417.5,65.5
1170,422.5,65.5
1171,427.5,65.5
1172,432.5,65.5
1173,437.5,65.5
1174,442.5,65.5
1175,447.5,65.5
1176,452.5,65.5
1177,457.5,65.5
1178,462.5,65.5
1179,467.5,65.5
1180,472.5,65.5
1181,477.5,65.5
1182,482.5,65.5
1183,487.5,65.5
1184,492.5,65.5
1185,497.5,65.5
1186,502.5,65.5
1187,507.5,65.5
1188,512.5,65.5
1189,517.5,65.5
1190,522.5,65.5
1191,527.5,65.5
1192,532.5,65.5
1193,537.5,65.5
1194,542.5,65.5
1195,547.5,65.5
1196,552.5,65.5
1197,557.5,65.5
1198,562.5,65.5
1199,567.5,65.5
1200,572.5,65.5
1201,577.5,65.5
1202,582.5,65.5
1203,587.5,65.5
1204,592.5,65.5
1205,597.5,65.5
1206,602.5,65.5
1207,607.5,65.5
1208,612.5,65.5
1209,617.5,65.5
1210,622.5,65.5
1211,627.5,65.5
1212,632.5,65.5
1213,637.5,65.5
1214,272.5,70.5
1215,277.5,70.5
1216,327.5,70.5
1217,332.5,70.5
1218,337.5,70.5
1219,342.5,70.5
1220,347.5,70.5
1221,352.5,70.5
1222,357.5,70.5
1223,362.5,70.5
1224,367.5,70.5
1225,372.5,70.5
1226,377.5,70.5
1227,382.5,70.5
1228,387.5,70.5
1229,392.5,70.5
1230,397.5,70.5
1231,402.5,70.5
1232,407.5,70.5
1233,412.5,70.5
1234,417.5,70.5
1235,422.5,70.5
1236,427.5,70.5
1237,432.5,70.5
1238,437.5,70.5
1239,442.5,70.5
1240,447.5,70.5
1241,452.5,70.5
1242,457.5,70.5
1243,462.5,70.5
1244,467.5,70.5
1245,472.5,70.5
1246,477.5,70.5
1247,482.5,70.5
1248,487.5,70.5
1249,492.5,70.5
1250,497.5,70.5
1251,502.5,70.5
1252,507.5,70.5
1253,512.5,70.5
1254,517.5,70.5
1255,522.5,70.5
1256,527.5,70.5
1257,532.5,70.5
1258,537.5,70.5
1259,542.5,70.5
1260,547.5,70.5
1261,552.5,70.5
1262,557.5,70.5
1263,562.5,70.5
1264,567.5,70.5
1265,572.5,70.5
1266,577.5,70.5
1267,582.5,70.5
1268,587.5,70.5
1269,592.5,70.5
1270,597.5,70.5
1271,602.5,70.5
1272,607.5,70.5
1273,612.5,70.5
1274,617.5,70.5
1275,622.5,70.5
1276,627.5,70.5
1277,632.5,70.5
1278,637.5,70.5
1279,327.5,75.5
1280,332.5,75.5
1281,337.5,75.5
1282,342.5,75.5
1283,347.5,75.5
1284,352.5,75.5
1285,357.5,75.5
1286,362.5,75.5
1287,367.5,75.5
1288,372.5,75.5
1289,377.5,75.5
1290,382.5,75.5
1291,387.5,75.5
1292,392.5,75.5
1293,397.5,75.5
1294,402.5,75.5
1295,407.5,75.5
1296,412.5,75.5
1297,417.5,75.5
1298,422.5,75.5
1299,427.5,75.5
1300,432.5,75.5
1301,437.5,75.5
1302,442.5,75.5
1303,447.5,75.5
1304,452.5,75.5
1305,457.5,75.5
1306,462.5,75.5
1307,467.5,75.5
1308,472.5,75.5
1309,477.5,75.5
1310,482.5,75.5
1311,487.5,75.5
1312,492.5,75.5
1313,497.5,75.5
1314,502.5,75.5
1315,507.5,75.5
1316,512.5,75.5
1317,517.5,75.5
1318,522.5,75.5
1319,527.5,75.5
1320,532.5,75.5
1321,537.5,75.5
1322,542.5,75.5
1323,547.5,75.5
1324,552.5,75.5
1325,557.5,75.5
1326,562.5,75.5
1327,567.5,75.5
1328,572.5,75.5
1329,577.5,75.5
1330,582.5,75.5
1331,587.5,75.5
1332,592.5,75.5
1333,597.5,75.5
1334,602.5,75.5
1335,607.5,75.5
1336,612.5,75.5
1337,617.5,75.5
1338,622.5,75.5
1339,627.5,75.5
